story|action|classified_action|similarity
As a Staff member, I want to Manage Approved Proffers, so that I can ensure compliance with and satisfaction of the proffer in the future.|manage|read|0.4761171340942383
As a Staff member, I want to Manage Ordinances, so that I can maintain accurate ordinance information in the System.|manage|read|0.45906883478164673
As a Staff member, I want to Schedule a Meeting, so that I can bring the required parties together at a specific date/time to address an issue.|schedule|read|0.4046711325645447
As a staff member, I want to denote an application with a Final Action status. So that I can finish it.|denote|read|0.5092546939849854
As a Planning Staff member, I want to Conduct Plan Amendments, so that I can record work in process, outcome, and location-based information related to the Plan(s).|conduct|read|0.41780638694763184
As a Planning Staff member, I want to track Plan Amendments, so that I can record work in process, outcome, and location-based information related to the Plan(s).|track|read|0.40622755885124207
As a Planning Staff member, I want to Conduct Planning Studies, so that I can record work in process, outcome, and location-based information related to the Plan(s).|conduct|read|0.3932192623615265
As a Planning Staff member, I want to Track Planning Studies, so that I can record work in process, outcome, and location-based information related to the Plan(s).|track|read|0.38577643036842346
As a Planning Staff member, I want to Generate Planning-related Reports, so that I can access, analyze and/or export the needed information in the format I requested.|generate|create|0.5172873139381409
As a Planning Staff member, I want to Evaluate Consistency with the Comprehensive Plan, so that I can complete my required review of a plan set and/or application.|evaluate|read|0.5361589789390564
As a Staff member, I want to Perform a Staff Review, so that I can validate compliance of an application with the Zoning Ordinance and impact approval/denial of the application accordingly.|perform|read|0.42668870091438293
As a Zoning Staff member, I want to Process the Requests for Zoning Information, so that I can capture my response to the request in the system and also send a communication from the system to the Applicant.|process|read|0.4071371555328369
As a Zoning Staff member, I want to Issue the Zoning-Related Permits, so that I can satisfy an Applicant's request for service that has proven to be eligible and in compliance with the Zoning Ordinance.|issue|read|0.4076175391674042
As a Staff member, I want to Develop a Staff Report, so that I can publish and distribute the report according to business rules.|develop|create|0.4349154233932495
As a Staff member, I want to Manage Hearing Calendars, so that I can track hearing-related activities and due dates.|manage|read|0.481240451335907
As a Staff member, I want to Assign a Hearing Date, so that I can present the application to the appropriate governing body within the timelines dictated by the relevant County rules and procedures.|assign|read|0.5342618227005005
As a Staff member, I want to Manage Affidavits, so that I can ensure compliance with the requirements prior to the hearing.|manage|read|0.45906883478164673
As an Applicant, I want to Satisfy Hearing Requirements, so that I can ensure all pre-hearing requirements are satisfied in time for the hearing.|satisfy|read|0.4779866635799408
As a Staff member, I want to Prepare for Hearing Execution, so that I can ensure all pre-hearing requirements are satisfied and staff and Applicant are ready for the hearing.|prepare|read|0.4793156683444977
As a Staff member, I want to Support Hearing Execution, so that I can ensure all pre-hearing requirements are satisfied and staff and Applicant are ready for the hearing.|prepare|read|0.4035293459892273
As a Staff member, I want to Capture a Hearing Decision, so that I can enforce the system.|capture|read|0.4893920421600342
As a Staff member, I want to Process the Appeals, so that I can track the outcome and record the impact on the relevant records.|process|read|0.4277799427509308
As a Plan Review Staff member, I want to Assign Plans for Review, so that I can ensure plans have been assigned to the appropriate Plan Reviewer.|assign|read|0.54671311378479
As a Plan Review Staff Supervisor, I want to Manage Plan Reviewer Workload, so that I can monitor and effectively adjust workload as necessary and ensure service levels are met|manage|read|0.4945523142814636
As an Applicant, I want to Request a Plan Review Meeting, so that I can meet with the Plan Review Staff regarding the plan review.|request|read|0.523303210735321
As a Plan Review Staff member, I want to successfully Conduct a Plan Review Meeting with the Applicant, so that I can listen to it again.|successfully conduct|read|0.5218704342842102
As a Plan Review Staff member, I want to record the outcome, so that I can listen to it again.|record|read|0.4924061596393585
As a Plan Review Staff member, I want to Review Plans, so that I can review them for compliance and either approve, or fail or deny the plans and record any conditions, clearances, or corrections needed from the Applicant.|review|read|0.5264577865600586
As an Applicant, I want to Resubmit Plans, so that I can review revised plans.|resubmit|read|0.526709258556366
As a Plan Review Staff Member, I want to Review the Code Modifications submitted by the Applicant, so that I can review the request and if approved, associate it with the appropriate project.|review|read|0.5598665475845337
As a Plan Review Staff member, I want to Track the Completion of Required Plan Reviews, so that I can ensure all plan review tasks are completed, results have been sent to the Applicant and any downstream steps are initiated such has a final review or payment for permit issuance.|track|read|0.4764571189880371
As a Development Staff member, I want to Issue a Development-related Permit, so that I can grant the request to the Applicant to begin work|issue|read|0.38863176107406616
As a Staff member, I want to Manage Bonds, so that I can track and manage bonds throughout the lifecycle of the project until release.|manage|read|0.45906883478164673
As an Applicant, I want to Complete Building Development Project, so that I can receive any posted bond and/or obtain occupancy.|complete|create|0.5139431953430176
As a Customer, I want to Request Inspection, so that a County inspector is assigned to perform an inspection of my project.|request|read|0.4423862397670746
As an Inspection Staff member, I want to Create an Inspection, so that I can schedule and assign the inspection.|create|create|0.5144908428192139
As an Inspection Staff Supervisor, I want to Assign Inspections, so that I can make sure the appropriate Inspector receives the work.|assign|read|0.5861092209815979
As an Inspection Supervisor, I want to Manage Inspector Workload, so that I can meet service level and quality requirements.|manage|read|0.500910222530365
As an Inspector, I want to Conduct Inspections, so that I can validate Customer compliance with code and regulations and provide results of the inspection to the Customer.|conduct|read|0.4672892689704895
As an Inspector, I want to Conduct Inspections, so that I can validate Customer compliance with code and regulations and provide results of the inspection to the Customer.|conduct|read|0.4672892689704895
As an Enforcement Staff member, I want to Issue a Notice of Violation, so that I can provide formal communication to the responsible party.|issue|read|0.44385644793510437
As a l Staff member, I want to search for Property information, so that I can obtain all associated current and historic owners, permits, and applications.|search|read|0.5184080004692078
As a Staff member, I need to be notified when Geospatial attributes change, so that I can ensure that I am reviewing the permit/application to the most current data and appropriate standards.|be notify|read|0.4811064898967743
As a County Staff Member, I want to create a custom query/report outside of the common querying/reporting functionality, so that I can fulfill a request.|create|create|0.5540110468864441
As a Staff member, I want to create each condo unit, so that I can associate it to the child parcel and address after the condominiums are recorded in the system.|create|create|0.515984833240509
As a Technical Staff member, I want to update the GIS Property Management, so that I can successfully update the transactional Parcel Pin to reference the GIS layer where the Split or Merged Parcel Pin exists.|update|read|0.5102459788322449
As a Staff member, I want to Send Citations, so that I can successfully send the Notice Of Violation document to the property owner and log information about the action.|send|read|0.4836851954460144
As a Staff member, I want to Send Fines, so that I can successfully send the Notice Of Violation document to the property owner and log information about the action.|send|read|0.4836851954460144
As a Staff member, I want to Post Citations, so that I can successfully send the Notice Of Violation document to the property owner and log information about the action.|post|read|0.4033694267272949
As a Staff member, I want to Post Fines, so that I can successfully send the Notice Of Violation document to the property owner and log information about the action.|post|read|0.4033694267272949
