story|action|classified_action|similarity
As an Inspection Staff Supervisor, I want to Assign Inspections, so that I can make sure the appropriate Inspector receives the work.|assign|create|0.5488309264183044
As an Inspection Supervisor, I want to Manage Inspector Workload, so that I can meet service level and quality requirements.|manage|create|0.482744038105011
As an Inspector, I want to Conduct Inspections, so that I can validate Customer compliance with code and regulations and provide results of the inspection to the Customer.|conduct|read|0.29877662658691406
As an Inspector, I want to Conduct Inspections, so that I can validate Customer compliance with code and regulations and provide results of the inspection to the Customer.|conduct|read|0.29877662658691406
As an Enforcement Staff member, I want to Issue a Notice of Violation, so that I can provide formal communication to the responsible party.|issue|update|0.19493375718593597
As a l Staff member, I want to search for Property information, so that I can obtain all associated current and historic owners, permits, and applications.|search|read|1.0
As a Staff member, I need to be notified when Geospatial attributes change, so that I can ensure that I am reviewing the permit/application to the most current data and appropriate standards.|be notify|read|0.5000321269035339
As a County Staff Member, I want to create a custom query/report outside of the common querying/reporting functionality, so that I can fulfill a request.|create|create|1.0
As a Staff member, I want to create each condo unit, so that I can associate it to the child parcel and address after the condominiums are recorded in the system.|create|create|1.0
As a Technical Staff member, I want to update the GIS Property Management, so that I can successfully update the transactional Parcel Pin to reference the GIS layer where the Split or Merged Parcel Pin exists.|update|update|1.0
As a Staff member, I want to Send Citations, so that I can successfully send the Notice Of Violation document to the property owner and log information about the action.|send|create|0.47530439496040344
As a Staff member, I want to Send Fines, so that I can successfully send the Notice Of Violation document to the property owner and log information about the action.|send|create|0.47530439496040344
As a Staff member, I want to Post Citations, so that I can successfully send the Notice Of Violation document to the property owner and log information about the action.|post|create|1.0
As a Staff member, I want to Post Fines, so that I can successfully send the Notice Of Violation document to the property owner and log information about the action.|post|create|1.0
