story|action|classified_action|similarity
As a researcher, I want the DMP to prepopulate information that I have already entered in other institutional systems, so that I do not have to re-enter information ensuring the DMP contains accurate and standardized information.|want|read|0.3452383875846863
As a stakeholder, I want to know when the data management plan was created or updated, so that I know how up-to-date the plan is or whether it needs to be updated.|know|read|0.41817837953567505
As a stakeholder, I want to know who is responsible for the DMP, so that I can ask them about further details.|know|read|0.41817837953567505
As a stakeholder, I want to have references to the project proposal, so that I can look up further general information.|have|create|0.303507536649704
As a metadata manager, I want to have a short description of project, so that I can be informed about the metadata description.|have|create|0.303507536649704
As a rector, I want to know how many data will be stored, so that I can plan long term resources.|know|read|0.41817837953567505
As a data manager, I want to know the time plan for collecting data, so that I can plan the data management.|know|read|0.41817837953567505
As a data librarian, I want to import administrative information regarding a project into DMP, so that I can prepopulate the DMP.|import|create|0.268255352973938
As a manager, I want to know about all resources for the data, so that I can estimate the true cost of the project.|know|read|0.41817837953567505
As a manager, I want to know about all services used for the data, so that I can estimate the true cost of the project.|know|read|0.41817837953567505
As an archivemanager, I want to reuse the information regarding file format, so that I can apply automated checks for the file validation.|reuse|create|0.3394562304019928
As a researcher, I want to know how many resources are needed during the project, so that I can calculate costs.|know|read|0.41817837953567505
As a researcher, I want to extract the description of the data collected, so that I can reuse it for the writing of a data paper.|extract|create|0.4114963710308075
As a researcher, I want to record research publications in the institutional repository or CRIS with DMP records, so that I can generate reports of research output resulting from a project.|record|delete|0.14686624705791473
As a researcher, I want to link research publications in the institutional repository or CRIS with DMP records, so that I can generate reports of research output resulting from a project.|link|read|0.3713374733924866
As a researcher, I want to store agreements relating to third party data used in a project, so that the data can be cited, attributed and used correctly.|store|read|0.2289779633283615
As an ethics manager, I want to be informed about the data, so that I can check for sensitivity of data.|be informed|read|0.36348429322242737
As a repository operator, I want to know about the kind of data, so that I can evaluate the storage size and system.|know|read|0.41817837953567505
As a researcher, I want to know about costs, so that I can plan my research.|know|read|0.41817837953567505
As a repository manager, I need details on the type of data, so that I can check if the archiving can be arranged.|need|update|0.3172294497489929
As an IT officer, I want to know how secure data is, so that I can ensure legal compliance.|know|read|0.41817837953567505
As a funder, I want to know how secure data is, so that I can ensure legal compliance.|know|read|0.41817837953567505
As a Research Centre Director, I want to receive regular summary reports of research data, so that I understand trends in data use among staff and postgraduate students.|receive|read|0.41036710143089294
As a Postgraduate Convenor, I want to receive regular summary reports of research data, so that I understand trends in data use among staff and postgraduate students.|receive|read|0.41036710143089294
As a research support officer, I want to ensure compliance to the funders’ rules, so that I can ensure all costs will be accepted.|ensure|create|0.37406444549560547
As a funder, I want to be able to check all the repositories mentioned in a DMP, so that I can verify whether the project has followed our funding rules.|check|read|1.0
As a PI, I want to plan what kind of data I want to store, so that I can ensure it will be possible to store it.|plan|update|0.22545401751995087
As a PI, I want to know how secure data is, so that I can ensure legal compliance.|know|read|0.41817837953567505
As a Director of Research Integrity, I want to access reports containing details of research projects in which data are classified as sensitive or highly sensitive, so that I can confirm security protocols are applied to these data.|access|read|1.0
As an archive, I want to get information about the volume of data to preserve at an early stage, so that I can provide the adequate storage infrastructure.|get|read|1.0
As a researcher, I want to know how long it will take to archive, so that I can plan further steps.|know|read|0.41817837953567505
As a PI, I want to know who owns the data, so that I know what I am allowed to do with it.|know|read|0.41817837953567505
As a data manager, I want to have references to documentation of the data, so that the data can be re-used and managed.|have|create|0.303507536649704
As a data manager, I want to have the creation process, so that the data can be re-used and managed.|have|create|0.303507536649704
As an archivemanager, I want to make sure that detailed metadata are associated to data so that it will be understandable by future users.|make sure|create|0.47170785069465637
As a data manager, I want to know which kind of data types will be produced or collected, so that I can ensure that the necessary technical resources and technical know-how is available.|know|read|0.41817837953567505
As an IT staff member, I want to know which kind of data types will be produced or collected, so that I can ensure that the necessary technical resources and technical know-how is available.|know|read|0.41817837953567505
As an IT staff member, I want to know how the data is used, so that I can determine what kind of basic services and functionalities are required.|know|read|0.41817837953567505
As a data manager, I want to know whether the collected data depends on other data sets from my own or other institutions, so that I can ensure that these dependencies are maintained.|know|read|0.41817837953567505
As an IT staff member, I want to know which formats are used, so that I can determine what kind of technical services and functionalities are required.|know|read|0.41817837953567505
As an IT staff member, I want to know with which software the data is produced or used, so that I can determine what kind of technical services and functionalities are required.|know|read|0.41817837953567505
As an IT staff member, I want to know with which technology the data is produced or used, so that I can determine what kind of technical services and functionalities are required.|know|read|0.41817837953567505
As a data manager, I want to know which information is necessary to re-use the data, so that it can be checked whether all necessary information is available for researchers interested in re-using the data.|know|read|0.41817837953567505
As a data manager, I want to know which formats are used, so that I know what technology or background information might be necessary to use the data.|know|read|0.41817837953567505
As a data manager, I want to know whether the data can be reproduced efficiently, so that I can determine whether and how the data has to be stored.|know|read|0.41817837953567505
As a data manager, I want to know with which software the data is produced or used, so that I know what technology or background information might be necessary to (re-)use the data.|know|read|0.41817837953567505
As a data manager, I want to know with which technology the data is produced or used, so that I know what technology or background information might be necessary to (re-)use the data.|know|read|0.41817837953567505
As a research evaluation manager, I want to ensure all metadata are quoted correctly with our affiliation, so that they are counted towards our citation counts.|ensure|create|0.37406444549560547
As an administrator, I want to check that all data has the appropriate security level, so that I can demonstrate compliance.|check|read|1.0
As a data manager, I want to know the security requirements of the data, so that I can check whether the data can be kept secure.|know|read|0.41817837953567505
As a institutional data steward, I want to be able to extract the data sets that are submitted to external repositories, so that I can add them to an institutional data catalogue.|extract|create|0.4114963710308075
As an institutional data manager, I want to know about the privacy and security requirements of the data, so that I can plan the right storage system and sharing permissions.|know|read|0.41817837953567505
As a researcher, I want to see the sections on costing by other researchers in my department, so that I can see if we could share data manager posts.|see|read|0.5190221667289734
As a researcher, I want to see the sections on roles submitted by other researchers in my department, so that I can see if we could share data manager posts.|see|read|0.5190221667289734
As a researcher, I want to see the sections on responsibilities submitted by other researchers in my department, so that I can see if we could share data manager posts.|see|read|0.5190221667289734
As a faculty data steward, I want to see the sections on costing, so that I can ensure sufficient expertise on data management to support the project.|see|read|0.5190221667289734
As a faculty data steward, I want to see the sections on roles, so that I can ensure sufficient expertise on data management to support the project.|see|read|0.5190221667289734
As a faculty data steward, I want to see the sections on responsibilities, so that I can ensure sufficient expertise on data management to support the project.|see|read|0.5190221667289734
As a data manager, I want to clarify the necessary rights for re-using the data, so that it is legal to reuse the data.|clarify|update|0.5170639157295227
As a researcher, I want to record my intention to share data I have collected under terms of a particular licence, so that other researchers who use the data understand the rights of use.|record|delete|0.14686624705791473
As a data manager, I want to plan the anonymization of data, so that we protect the privacy of the people participating in the research as good as possible and still ensure reusability of data.|plan|update|0.22545401751995087
As a repository manager, I want to have metadata in additional languages, so that I can allow for multilingual data archive.|have|create|0.303507536649704
As a data manager, I want to know whether the DMP was approved, so that I can proceed with the required next steps.|know|read|0.41817837953567505
