Entity 1|Entity 2|Hints from Wordnet
all datum|security requirement|False
all datum|service use|False
all datum|short description|False
all datum|software|False
all datum|technology|False
all datum|time plan|False
all datum|topic|False
all datum|when|False
all datum|who|False
all datum|who be responsible|False
all metadata|administrative information|False
all metadata|agreement|False
all metadata|all metadata|True
all metadata|all right|False
all metadata|anonymization of datum|False
all metadata|compliance|False
all metadata|conservation period|False
all metadata|content|False
all metadata|cost|False
all metadata|creation process|False
all metadata|data set|False
all metadata|datum|False
all metadata|description|False
all metadata|detail|False
all metadata|dmp|False
all metadata|estimate|False
all metadata|format|False
all metadata|how|False
all metadata|how long|False
all metadata|how many|False
all metadata|how secure|False
all metadata|information|False
all metadata|intention|False
all metadata|it resource requirement|False
all metadata|kind of data|False
all metadata|kind of data I want to record / store|False
all metadata|kind of data I want to store|False
all metadata|kind of datum type|False
all metadata|legal status|False
all metadata|metadata|True
all metadata|necessary right|False
all metadata|persistent identifier|False
all metadata|pointer|False
all metadata|privacy|False
all metadata|reference|False
all metadata|regular summary report|False
all metadata|report|False
all metadata|repository mention|False
all metadata|research publication|False
all metadata|security requirement|False
all metadata|service use|False
all metadata|short description|False
all metadata|software|False
all metadata|technology|False
all metadata|time plan|False
all metadata|topic|False
all metadata|when|False
all metadata|who be responsible|False
all resource|administrative information|False
all resource|agreement|False
all resource|all metadata|False
all resource|all resource|True
all resource|all right|False
all resource|anonymization of datum|False
all resource|compliance|False
all resource|conservation period|False
all resource|content|False
all resource|cost|False
all resource|creation process|False
all resource|data set|False
all resource|datum|False
all resource|description|False
all resource|detail|False
all resource|dmp|False
all resource|estimate|False
all resource|format|False
all resource|how|False
all resource|how long|False
all resource|how many|False
all resource|how secure|False
all resource|information|False
all resource|intention|False
all resource|it resource requirement|False
all resource|kind of data|False
all resource|kind of data I want to record / store|False
all resource|kind of data I want to store|False
all resource|kind of datum type|False
all resource|legal status|False
all resource|metadata|False
all resource|necessary right|False
all resource|persistent identifier|False
all resource|pointer|False
all resource|privacy|False
all resource|reference|False
all resource|regular summary report|False
all resource|report|False
all resource|repository mention|False
all resource|research publication|False
all resource|security requirement|False
all resource|service use|False
all resource|short description|False
all resource|software|False
all resource|technology|False
all resource|time plan|False
all resource|topic|False
all resource|when|False
all resource|who be responsible|False
all right|all right|True
all right|conservation period|False
all right|content|False
all right|cost|False
all right|creation process|False
all right|description|False
all right|detail|False
all right|dmp|False
all right|estimate|False
all right|how|False
all right|how many|False
all right|how secure|False
all right|information|False
all right|kind of datum type|False
all right|legal status|False
all right|necessary right|True
all right|persistent identifier|False
all right|regular summary report|False
all right|report|False
all right|research publication|False
all right|security requirement|False
all right|short description|False
all right|software|False
all right|technology|False
anonymization of datum|agreement|False
anonymization of datum|all right|False
anonymization of datum|anonymization of datum|True
anonymization of datum|compliance|False
anonymization of datum|conservation period|False
anonymization of datum|content|False
anonymization of datum|cost|False
anonymization of datum|creation process|False
anonymization of datum|data set|False
anonymization of datum|description|False
anonymization of datum|detail|False
anonymization of datum|dmp|False
anonymization of datum|estimate|False
anonymization of datum|format|False
anonymization of datum|how|False
anonymization of datum|how long|False
anonymization of datum|how many|False
anonymization of datum|how secure|False
anonymization of datum|information|False
anonymization of datum|intention|False
anonymization of datum|kind of data I want to record / store|False
anonymization of datum|kind of data I want to store|False
anonymization of datum|kind of datum type|False
anonymization of datum|legal status|False
anonymization of datum|metadata|False
anonymization of datum|necessary right|False
anonymization of datum|persistent identifier|False
anonymization of datum|pointer|False
anonymization of datum|privacy|False
anonymization of datum|reference|False
anonymization of datum|regular summary report|False
anonymization of datum|report|False
anonymization of datum|repository mention|False
anonymization of datum|research publication|False
anonymization of datum|security requirement|False
anonymization of datum|service use|False
anonymization of datum|short description|False
anonymization of datum|software|False
anonymization of datum|technology|False
anonymization of datum|time plan|False
anonymization of datum|topic|False
anonymization of datum|when|False
compliance|agreement|False
compliance|all right|False
compliance|compliance|True
compliance|conservation period|False
compliance|content|False
compliance|cost|False
compliance|creation process|False
compliance|description|False
compliance|detail|False
compliance|dmp|False
compliance|estimate|False
compliance|format|False
compliance|how|False
compliance|how long|False
compliance|how many|False
compliance|how secure|False
compliance|information|False
compliance|intention|False
compliance|kind of data I want to record / store|False
compliance|kind of data I want to store|False
compliance|kind of datum type|False
compliance|legal status|False
compliance|metadata|False
compliance|necessary right|False
compliance|persistent identifier|False
compliance|privacy|False
compliance|reference|False
compliance|regular summary report|False
compliance|report|False
compliance|repository mention|False
compliance|research publication|False
compliance|security requirement|False
compliance|service use|False
compliance|short description|False
compliance|software|False
compliance|technology|False
compliance|time plan|False
compliance|topic|False
conservation period|conservation period|True
conservation period|cost|False
conservation period|creation process|False
conservation period|description|False
conservation period|dmp|False
conservation period|estimate|False
conservation period|how|False
conservation period|information|False
conservation period|legal status|False
conservation period|persistent identifier|False
conservation period|report|False
conservation period|research publication|False
conservation period|security requirement|False
conservation period|software|False
conservation period|technology|False
content|conservation period|False
content|content|True
content|cost|False
content|creation process|False
content|description|False
content|detail|False
content|dmp|False
content|estimate|False
content|how|False
content|how secure|False
content|information|False
content|legal status|False
content|persistent identifier|False
content|regular summary report|False
content|report|False
content|research publication|False
content|security requirement|False
content|short description|False
content|software|False
content|technology|False
cost|cost|True
cost|creation process|False
cost|dmp|False
cost|how|False
cost|legal status|False
cost|persistent identifier|False
cost|report|False
cost|research publication|False
cost|security requirement|False
cost|software|False
creation process|creation process|True
creation process|dmp|False
creation process|persistent identifier|False
creation process|research publication|False
creation process|software|False
data set|agreement|False
data set|all right|False
data set|compliance|False
data set|conservation period|False
data set|content|False
data set|cost|False
data set|creation process|False
data set|data set|True
data set|description|False
data set|detail|False
data set|dmp|False
data set|estimate|False
data set|format|False
data set|how|False
data set|how long|False
data set|how many|False
data set|how secure|False
data set|information|False
data set|intention|False
data set|kind of data I want to record / store|False
data set|kind of data I want to store|False
data set|kind of datum type|False
data set|legal status|False
data set|metadata|False
data set|necessary right|False
data set|persistent identifier|False
data set|pointer|False
data set|privacy|False
data set|reference|False
data set|regular summary report|False
data set|report|False
data set|repository mention|False
data set|research publication|False
data set|security requirement|False
data set|service use|False
data set|short description|False
data set|software|False
data set|technology|False
data set|time plan|False
data set|topic|False
data set|when|False
datum|agreement|False
datum|all right|False
datum|anonymization of datum|True
datum|compliance|False
datum|conservation period|False
datum|content|False
datum|cost|False
datum|creation process|False
datum|data set|False
datum|datum|True
datum|description|False
datum|detail|False
datum|dmp|False
datum|estimate|False
datum|format|False
datum|how|False
datum|how long|False
datum|how many|False
datum|how secure|False
datum|information|False
datum|intention|False
datum|kind of data|True
datum|kind of data I want to record / store|False
datum|kind of data I want to store|False
datum|kind of datum type|False
datum|legal status|False
datum|metadata|False
datum|necessary right|False
datum|persistent identifier|False
datum|pointer|False
datum|privacy|False
datum|reference|False
datum|regular summary report|False
datum|report|False
datum|repository mention|False
datum|research publication|False
datum|security requirement|False
datum|service use|False
datum|short description|False
datum|software|False
datum|technology|False
datum|time plan|False
datum|topic|False
datum|when|False
datum sensitivity|administrative information|False
datum sensitivity|agreement|False
datum sensitivity|all metadata|False
datum sensitivity|all resource|False
datum sensitivity|all right|False
datum sensitivity|anonymization of datum|False
datum sensitivity|compliance|False
datum sensitivity|conservation period|False
datum sensitivity|content|False
datum sensitivity|cost|False
datum sensitivity|creation process|False
datum sensitivity|data set|False
datum sensitivity|datum|False
datum sensitivity|datum sensitivity|True
datum sensitivity|description|False
datum sensitivity|detail|False
datum sensitivity|dmp|False
datum sensitivity|estimate|False
datum sensitivity|format|False
datum sensitivity|how|False
datum sensitivity|how long|False
datum sensitivity|how many|False
datum sensitivity|how secure|False
datum sensitivity|information|False
datum sensitivity|intention|False
datum sensitivity|it resource requirement|False
datum sensitivity|kind of data|False
datum sensitivity|kind of data I want to record / store|False
datum sensitivity|kind of data I want to store|False
datum sensitivity|kind of datum type|False
datum sensitivity|legal status|False
datum sensitivity|metadata|False
datum sensitivity|necessary right|False
datum sensitivity|persistent identifier|False
datum sensitivity|pointer|False
datum sensitivity|privacy|False
datum sensitivity|reference|False
datum sensitivity|regular summary report|False
datum sensitivity|report|False
datum sensitivity|repository mention|False
datum sensitivity|research publication|False
datum sensitivity|security requirement|False
datum sensitivity|service use|False
datum sensitivity|short description|False
datum sensitivity|software|False
datum sensitivity|technology|False
datum sensitivity|time plan|False
datum sensitivity|topic|False
datum sensitivity|when|False
datum sensitivity|who be responsible|False
description|cost|False
description|creation process|False
description|description|True
description|dmp|False
description|estimate|False
description|how|False
description|information|False
description|legal status|False
description|persistent identifier|False
description|report|False
description|research publication|False
description|security requirement|False
description|software|False
description|technology|False
detail|conservation period|False
detail|cost|False
detail|creation process|False
detail|description|False
detail|detail|True
detail|dmp|False
detail|estimate|False
detail|how|False
detail|how secure|False
detail|information|False
detail|legal status|False
detail|persistent identifier|False
detail|regular summary report|False
detail|report|False
detail|research publication|False
detail|security requirement|False
detail|software|False
detail|technology|False
dmp|dmp|True
dmp|persistent identifier|False
dmp|software|False
estimate|cost|False
estimate|creation process|False
estimate|dmp|False
estimate|estimate|True
estimate|how|False
estimate|information|False
estimate|legal status|False
estimate|persistent identifier|False
estimate|report|False
estimate|research publication|False
estimate|security requirement|False
estimate|software|False
estimate|technology|False
format|agreement|False
format|all right|False
format|conservation period|False
format|content|False
format|cost|False
format|creation process|False
format|description|False
format|detail|False
format|dmp|False
format|estimate|False
format|format|True
format|how|False
format|how long|False
format|how many|False
format|how secure|False
format|information|False
format|intention|False
format|kind of data I want to record / store|False
format|kind of data I want to store|False
format|kind of datum type|False
format|legal status|False
format|necessary right|False
format|persistent identifier|False
format|privacy|False
format|reference|False
format|regular summary report|False
format|report|False
format|research publication|False
format|security requirement|False
format|service use|False
format|short description|False
format|software|False
format|technology|False
format|time plan|False
format|topic|False
how|creation process|False
how|dmp|False
how|how|True
how|persistent identifier|False
how|research publication|False
how|software|False
how long|agreement|False
how long|all right|False
how long|conservation period|False
how long|content|False
how long|cost|False
how long|creation process|False
how long|description|False
how long|detail|False
how long|dmp|False
how long|estimate|False
how long|how|False
how long|how long|True
how long|how many|False
how long|how secure|False
how long|information|False
how long|kind of data I want to record / store|False
how long|kind of datum type|False
how long|legal status|False
how long|necessary right|False
how long|persistent identifier|False
how long|reference|False
how long|regular summary report|False
how long|report|False
how long|research publication|False
how long|security requirement|False
how long|service use|False
how long|short description|False
how long|software|False
how long|technology|False
how long|time plan|False
how many|conservation period|False
how many|content|False
how many|cost|False
how many|creation process|False
how many|description|False
how many|detail|False
how many|dmp|False
how many|estimate|False
how many|how|False
how many|how many|True
how many|how secure|False
how many|information|False
how many|kind of datum type|False
how many|legal status|False
how many|necessary right|False
how many|persistent identifier|False
how many|regular summary report|False
how many|report|False
how many|research publication|False
how many|security requirement|False
how many|short description|False
how many|software|False
how many|technology|False
how secure|conservation period|False
how secure|cost|False
how secure|creation process|False
how secure|description|False
how secure|dmp|False
how secure|estimate|False
how secure|how|False
how secure|how secure|True
how secure|information|False
how secure|legal status|False
how secure|persistent identifier|False
how secure|report|False
how secure|research publication|False
how secure|security requirement|False
how secure|software|False
how secure|technology|False
information|cost|False
information|creation process|False
information|dmp|False
information|how|False
information|information|True
information|legal status|False
information|persistent identifier|False
information|report|False
information|research publication|False
information|security requirement|False
information|software|False
intention|agreement|False
intention|all right|False
intention|conservation period|False
intention|content|False
intention|cost|False
intention|creation process|False
intention|description|False
intention|detail|False
intention|dmp|False
intention|estimate|False
intention|how|False
intention|how long|False
intention|how many|False
intention|how secure|False
intention|information|False
intention|intention|True
intention|kind of data I want to record / store|False
intention|kind of datum type|False
intention|legal status|False
intention|necessary right|False
intention|persistent identifier|False
intention|reference|False
intention|regular summary report|False
intention|report|False
intention|research publication|False
intention|security requirement|False
intention|service use|False
intention|short description|False
intention|software|False
intention|technology|False
intention|time plan|False
it resource requirement|agreement|False
it resource requirement|all right|False
it resource requirement|anonymization of datum|False
it resource requirement|compliance|False
it resource requirement|conservation period|False
it resource requirement|content|False
it resource requirement|cost|False
it resource requirement|creation process|False
it resource requirement|data set|False
it resource requirement|datum|False
it resource requirement|description|False
it resource requirement|detail|False
it resource requirement|dmp|False
it resource requirement|estimate|False
it resource requirement|format|False
it resource requirement|how|False
it resource requirement|how long|False
it resource requirement|how many|False
it resource requirement|how secure|False
it resource requirement|information|False
it resource requirement|intention|False
it resource requirement|it resource requirement|True
it resource requirement|kind of data|False
it resource requirement|kind of data I want to record / store|False
it resource requirement|kind of data I want to store|False
it resource requirement|kind of datum type|False
it resource requirement|legal status|False
it resource requirement|metadata|False
it resource requirement|necessary right|False
it resource requirement|persistent identifier|False
it resource requirement|pointer|False
it resource requirement|privacy|False
it resource requirement|reference|False
it resource requirement|regular summary report|False
it resource requirement|report|False
it resource requirement|repository mention|False
it resource requirement|research publication|False
it resource requirement|security requirement|True
it resource requirement|service use|False
it resource requirement|short description|False
it resource requirement|software|False
it resource requirement|technology|False
it resource requirement|time plan|False
it resource requirement|topic|False
it resource requirement|when|False
kind of data|agreement|False
kind of data|all right|False
kind of data|anonymization of datum|True
kind of data|compliance|False
kind of data|conservation period|False
kind of data|content|False
kind of data|cost|False
kind of data|creation process|False
kind of data|data set|False
kind of data|description|False
kind of data|detail|False
kind of data|dmp|False
kind of data|estimate|False
kind of data|format|False
kind of data|how|False
kind of data|how long|False
kind of data|how many|False
kind of data|how secure|False
kind of data|information|True
kind of data|intention|False
kind of data|kind of data|True
kind of data|kind of data I want to record / store|False
kind of data|kind of data I want to store|False
kind of data|kind of datum type|False
kind of data|legal status|False
kind of data|metadata|False
kind of data|necessary right|False
kind of data|persistent identifier|False
kind of data|pointer|False
kind of data|privacy|False
kind of data|reference|False
kind of data|regular summary report|False
kind of data|report|False
kind of data|repository mention|False
kind of data|research publication|False
kind of data|security requirement|False
kind of data|service use|False
kind of data|short description|False
kind of data|software|False
kind of data|technology|False
kind of data|time plan|False
kind of data|topic|False
kind of data|when|False
kind of data I want to record / store|agreement|False
kind of data I want to record / store|all right|False
kind of data I want to record / store|conservation period|False
kind of data I want to record / store|content|False
kind of data I want to record / store|cost|False
kind of data I want to record / store|creation process|False
kind of data I want to record / store|description|False
kind of data I want to record / store|detail|False
kind of data I want to record / store|dmp|False
kind of data I want to record / store|estimate|False
kind of data I want to record / store|how|False
kind of data I want to record / store|how many|False
kind of data I want to record / store|how secure|False
kind of data I want to record / store|information|False
kind of data I want to record / store|kind of data I want to record / store|True
kind of data I want to record / store|kind of datum type|False
kind of data I want to record / store|legal status|False
kind of data I want to record / store|necessary right|False
kind of data I want to record / store|persistent identifier|False
kind of data I want to record / store|reference|False
kind of data I want to record / store|regular summary report|False
kind of data I want to record / store|report|False
kind of data I want to record / store|research publication|False
kind of data I want to record / store|security requirement|False
kind of data I want to record / store|service use|False
kind of data I want to record / store|short description|False
kind of data I want to record / store|software|False
kind of data I want to record / store|technology|False
kind of data I want to record / store|time plan|False
kind of data I want to store|agreement|False
kind of data I want to store|all right|False
kind of data I want to store|conservation period|False
kind of data I want to store|content|False
kind of data I want to store|cost|False
kind of data I want to store|creation process|False
kind of data I want to store|description|False
kind of data I want to store|detail|False
kind of data I want to store|dmp|False
kind of data I want to store|estimate|False
kind of data I want to store|how|False
kind of data I want to store|how long|False
kind of data I want to store|how many|False
kind of data I want to store|how secure|False
kind of data I want to store|information|False
kind of data I want to store|intention|False
kind of data I want to store|kind of data I want to record / store|True
kind of data I want to store|kind of data I want to store|True
kind of data I want to store|kind of datum type|False
kind of data I want to store|legal status|False
kind of data I want to store|necessary right|False
kind of data I want to store|persistent identifier|False
kind of data I want to store|reference|False
kind of data I want to store|regular summary report|False
kind of data I want to store|report|False
kind of data I want to store|research publication|False
kind of data I want to store|security requirement|False
kind of data I want to store|service use|False
kind of data I want to store|short description|False
kind of data I want to store|software|False
kind of data I want to store|technology|False
kind of data I want to store|time plan|False
kind of datum type|conservation period|False
kind of datum type|content|False
kind of datum type|cost|False
kind of datum type|creation process|False
kind of datum type|description|False
kind of datum type|detail|False
kind of datum type|dmp|False
kind of datum type|estimate|False
kind of datum type|how|False
kind of datum type|how secure|False
kind of datum type|information|False
kind of datum type|kind of datum type|True
kind of datum type|legal status|False
kind of datum type|persistent identifier|False
kind of datum type|regular summary report|False
kind of datum type|report|False
kind of datum type|research publication|False
kind of datum type|security requirement|False
kind of datum type|short description|False
kind of datum type|software|False
kind of datum type|technology|False
legal status|creation process|False
legal status|dmp|False
legal status|how|False
legal status|legal status|True
legal status|persistent identifier|False
legal status|research publication|False
legal status|software|False
metadata|agreement|False
metadata|all right|False
metadata|conservation period|False
metadata|content|False
metadata|cost|False
metadata|creation process|False
metadata|description|False
metadata|detail|False
metadata|dmp|False
metadata|estimate|False
metadata|format|False
metadata|how|False
metadata|how long|False
metadata|how many|False
metadata|how secure|False
metadata|information|False
metadata|intention|False
metadata|kind of data I want to record / store|False
metadata|kind of data I want to store|False
metadata|kind of datum type|False
metadata|legal status|False
metadata|metadata|True
metadata|necessary right|False
metadata|persistent identifier|False
metadata|privacy|False
metadata|reference|False
metadata|regular summary report|False
metadata|report|False
metadata|repository mention|False
metadata|research publication|False
metadata|security requirement|False
metadata|service use|False
metadata|short description|False
metadata|software|False
metadata|technology|False
metadata|time plan|False
metadata|topic|False
necessary right|conservation period|False
necessary right|content|False
necessary right|cost|False
necessary right|creation process|False
necessary right|description|False
necessary right|detail|False
necessary right|dmp|False
necessary right|estimate|False
necessary right|how|False
necessary right|how secure|False
necessary right|information|False
necessary right|kind of datum type|False
necessary right|legal status|False
necessary right|necessary right|True
necessary right|persistent identifier|False
necessary right|regular summary report|False
necessary right|report|False
necessary right|research publication|False
necessary right|security requirement|False
necessary right|short description|False
necessary right|software|False
necessary right|technology|False
persistent identifier|persistent identifier|True
plan provenance|administrative information|False
plan provenance|agreement|False
plan provenance|all datum|False
plan provenance|all metadata|False
plan provenance|all resource|False
plan provenance|all right|False
plan provenance|anonymization of datum|False
plan provenance|compliance|False
plan provenance|conservation period|False
plan provenance|content|False
plan provenance|cost|False
plan provenance|creation process|False
plan provenance|data set|False
plan provenance|datum|False
plan provenance|datum sensitivity|False
plan provenance|description|False
plan provenance|detail|False
plan provenance|dmp|False
plan provenance|estimate|False
plan provenance|format|False
plan provenance|how|False
plan provenance|how long|False
plan provenance|how many|False
plan provenance|how secure|False
plan provenance|information|False
plan provenance|intention|False
plan provenance|it resource requirement|False
plan provenance|kind of data|False
plan provenance|kind of data I want to record / store|False
plan provenance|kind of data I want to store|False
plan provenance|kind of datum type|False
plan provenance|legal status|False
plan provenance|metadata|False
plan provenance|necessary right|False
plan provenance|persistent identifier|False
plan provenance|plan provenance|True
plan provenance|pointer|False
plan provenance|privacy|False
plan provenance|reference|False
plan provenance|regular summary report|False
plan provenance|report|False
plan provenance|repository mention|False
plan provenance|research publication|False
plan provenance|section|False
plan provenance|security requirement|False
plan provenance|service use|False
plan provenance|short description|False
plan provenance|software|False
plan provenance|technology|False
plan provenance|time plan|False
plan provenance|topic|False
plan provenance|when|False
plan provenance|my data|False
plan provenance|who|False
plan provenance|who be responsible|False
pointer|agreement|False
pointer|all right|False
pointer|compliance|False
pointer|conservation period|False
pointer|content|False
pointer|cost|False
pointer|creation process|False
pointer|description|False
pointer|detail|False
pointer|dmp|False
pointer|estimate|False
pointer|format|False
pointer|how|False
pointer|how long|False
pointer|how many|False
pointer|how secure|False
pointer|information|False
pointer|intention|False
pointer|kind of data I want to record / store|False
pointer|kind of data I want to store|False
pointer|kind of datum type|False
pointer|legal status|False
pointer|metadata|False
pointer|necessary right|False
pointer|persistent identifier|False
pointer|pointer|True
pointer|privacy|False
pointer|reference|False
pointer|regular summary report|False
pointer|report|False
pointer|repository mention|False
pointer|research publication|False
pointer|security requirement|False
pointer|service use|False
pointer|short description|False
pointer|software|False
pointer|technology|False
pointer|time plan|False
pointer|topic|False
pointer|when|False
privacy|agreement|False
privacy|all right|False
privacy|conservation period|False
privacy|content|False
privacy|cost|False
privacy|creation process|False
privacy|description|False
privacy|detail|False
privacy|dmp|False
privacy|estimate|False
privacy|how|False
privacy|how long|False
privacy|how many|False
privacy|how secure|False
privacy|information|False
privacy|intention|False
privacy|kind of data I want to record / store|False
privacy|kind of data I want to store|False
privacy|kind of datum type|False
privacy|legal status|False
privacy|necessary right|False
privacy|persistent identifier|False
privacy|privacy|True
privacy|reference|False
privacy|regular summary report|False
privacy|report|False
privacy|research publication|False
privacy|security requirement|False
privacy|service use|False
privacy|short description|False
privacy|software|False
privacy|technology|False
privacy|time plan|False
privacy|topic|False
reference|all right|False
reference|conservation period|False
reference|content|False
reference|cost|False
reference|creation process|False
reference|description|False
reference|detail|False
reference|dmp|False
reference|estimate|False
reference|how|False
reference|how many|False
reference|how secure|False
reference|information|False
reference|kind of datum type|False
reference|legal status|False
reference|necessary right|False
reference|persistent identifier|False
reference|reference|True
reference|regular summary report|False
reference|report|False
reference|research publication|False
reference|security requirement|False
reference|short description|False
reference|software|False
reference|technology|False
regular summary report|conservation period|False
regular summary report|cost|False
regular summary report|creation process|False
regular summary report|description|False
regular summary report|dmp|False
regular summary report|estimate|False
regular summary report|how|False
regular summary report|how secure|False
regular summary report|information|False
regular summary report|legal status|False
regular summary report|persistent identifier|False
regular summary report|regular summary report|True
regular summary report|report|True
regular summary report|research publication|False
regular summary report|security requirement|False
regular summary report|software|False
regular summary report|technology|False
report|creation process|False
report|dmp|False
report|how|False
report|legal status|False
report|persistent identifier|False
report|report|True
report|research publication|False
report|software|False
repository mention|agreement|False
repository mention|all right|False
repository mention|conservation period|False
repository mention|content|False
repository mention|cost|False
repository mention|creation process|False
repository mention|description|False
repository mention|detail|False
repository mention|dmp|False
repository mention|estimate|False
repository mention|format|False
repository mention|how|False
repository mention|how long|False
repository mention|how many|False
repository mention|how secure|False
repository mention|information|False
repository mention|intention|False
repository mention|kind of data I want to record / store|False
repository mention|kind of data I want to store|False
repository mention|kind of datum type|False
repository mention|legal status|False
repository mention|necessary right|False
repository mention|persistent identifier|False
repository mention|privacy|False
repository mention|reference|True
repository mention|regular summary report|False
repository mention|report|False
repository mention|repository mention|True
repository mention|research publication|False
repository mention|security requirement|False
repository mention|service use|False
repository mention|short description|False
repository mention|software|False
repository mention|technology|False
repository mention|time plan|False
repository mention|topic|False
research publication|dmp|False
research publication|persistent identifier|False
research publication|research publication|True
research publication|software|False
section|administrative information|False
section|agreement|False
section|all metadata|False
section|all resource|False
section|all right|False
section|anonymization of datum|False
section|compliance|False
section|conservation period|False
section|content|False
section|cost|False
section|creation process|False
section|data set|False
section|datum|False
section|datum sensitivity|False
section|description|False
section|detail|False
section|dmp|False
section|estimate|False
section|format|False
section|how|False
section|how long|False
section|how many|False
section|how secure|False
section|information|False
section|intention|False
section|it resource requirement|False
section|kind of data|False
section|kind of data I want to record / store|False
section|kind of data I want to store|False
section|kind of datum type|False
section|legal status|False
section|metadata|False
section|necessary right|False
section|persistent identifier|False
section|pointer|False
section|privacy|False
section|reference|False
section|regular summary report|False
section|report|False
section|repository mention|False
section|research publication|False
section|section|True
section|security requirement|False
section|service use|False
section|short description|False
section|software|False
section|technology|False
section|time plan|False
section|topic|False
section|when|False
section|who be responsible|False
security requirement|creation process|False
security requirement|dmp|False
security requirement|how|False
security requirement|legal status|False
security requirement|persistent identifier|False
security requirement|report|False
security requirement|research publication|False
security requirement|security requirement|True
security requirement|software|False
service use|all right|False
service use|conservation period|False
service use|content|False
service use|cost|False
service use|creation process|False
service use|description|False
service use|detail|False
service use|dmp|False
service use|estimate|False
service use|how|False
service use|how many|False
service use|how secure|False
service use|information|False
service use|kind of datum type|False
service use|legal status|False
service use|necessary right|False
service use|persistent identifier|False
service use|reference|False
service use|regular summary report|False
service use|report|False
service use|research publication|False
service use|security requirement|False
service use|service use|True
service use|short description|False
service use|software|False
service use|technology|False
short description|conservation period|False
short description|cost|False
short description|creation process|False
short description|description|True
short description|detail|False
short description|dmp|False
short description|estimate|False
short description|how|False
short description|how secure|False
short description|information|False
short description|legal status|False
short description|persistent identifier|False
short description|regular summary report|False
short description|report|False
short description|research publication|False
short description|security requirement|False
short description|short description|True
short description|software|False
short description|technology|False
software|persistent identifier|False
software|software|True
technology|cost|False
technology|creation process|False
technology|dmp|False
technology|how|False
technology|information|False
technology|legal status|False
technology|persistent identifier|False
technology|report|False
technology|research publication|False
technology|security requirement|False
technology|software|False
technology|technology|True
time plan|agreement|False
time plan|all right|False
time plan|conservation period|False
time plan|content|False
time plan|cost|False
time plan|creation process|False
time plan|description|False
time plan|detail|False
time plan|dmp|False
time plan|estimate|False
time plan|how|False
time plan|how many|False
time plan|how secure|False
time plan|information|False
time plan|kind of datum type|False
time plan|legal status|False
time plan|necessary right|False
time plan|persistent identifier|False
time plan|reference|False
time plan|regular summary report|False
time plan|report|False
time plan|research publication|False
time plan|security requirement|False
time plan|service use|False
time plan|short description|False
time plan|software|False
time plan|technology|False
time plan|time plan|True
topic|agreement|False
topic|all right|False
topic|conservation period|False
topic|content|True
topic|cost|False
topic|creation process|False
topic|description|False
topic|detail|False
topic|dmp|False
topic|estimate|False
topic|how|False
topic|how long|False
topic|how many|False
topic|how secure|False
topic|information|False
topic|intention|False
topic|kind of data I want to record / store|False
topic|kind of data I want to store|False
topic|kind of datum type|False
topic|legal status|False
topic|necessary right|False
