Activity 1|Activity 2|Hints from Wordnet
create|prepare|True
create|process|False
create|record|False
create|remove|False
create|request|False
create|research|False
create|resubmit|False
create|review|False
create|satisfy|False
create|schedule|False
create|search|False
create|select|False
create|send|False
create|submit|False
create|successfully conduct|True
create|support|True
create|track|True
create|update|False
denote|apply|True
denote|assign|False
denote|be notify|False
denote|capture|False
denote|check|False
denote|complete|False
denote|conduct|False
denote|create|False
denote|denote|False
denote|develop|False
denote|evaluate|False
denote|generate|False
denote|issue|False
denote|manage|False
denote|modify|False
denote|pay|False
denote|perform|False
denote|post|True
denote|prepare|False
denote|process|False
denote|record|False
denote|remove|False
denote|request|False
denote|research|False
denote|resubmit|False
denote|review|False
denote|satisfy|False
denote|schedule|False
denote|search|False
denote|select|False
denote|send|False
denote|submit|True
denote|successfully conduct|False
denote|support|False
denote|track|False
denote|update|False
develop|apply|True
develop|assign|False
develop|be notify|False
develop|capture|True
develop|check|True
develop|complete|False
develop|conduct|False
develop|create|False
develop|denote|False
develop|develop|False
develop|evaluate|False
develop|generate|False
develop|issue|False
develop|manage|False
develop|modify|False
develop|pay|True
develop|perform|False
develop|post|False
develop|prepare|False
develop|process|True
develop|record|False
develop|remove|False
develop|request|False
develop|research|False
develop|resubmit|False
develop|review|False
develop|satisfy|False
develop|schedule|False
develop|search|False
develop|select|False
develop|send|False
develop|submit|False
develop|successfully conduct|False
develop|support|False
develop|track|False
develop|update|False
evaluate|apply|False
evaluate|assign|True
evaluate|be notify|False
evaluate|capture|False
evaluate|check|False
evaluate|complete|False
evaluate|conduct|False
evaluate|create|False
evaluate|denote|False
evaluate|develop|True
evaluate|evaluate|False
evaluate|generate|False
evaluate|issue|False
evaluate|manage|False
evaluate|modify|False
evaluate|pay|False
evaluate|perform|False
evaluate|post|False
evaluate|prepare|False
evaluate|process|False
evaluate|record|False
evaluate|remove|False
evaluate|request|False
evaluate|research|False
evaluate|resubmit|False
evaluate|review|True
evaluate|satisfy|False
evaluate|schedule|False
evaluate|search|False
evaluate|select|False
evaluate|send|False
evaluate|submit|True
evaluate|successfully conduct|False
evaluate|support|False
evaluate|track|False
evaluate|update|False
generate|apply|True
generate|assign|True
generate|be notify|False
generate|capture|True
generate|check|True
generate|complete|False
generate|conduct|False
generate|create|False
generate|denote|False
generate|develop|True
generate|evaluate|False
generate|generate|False
generate|issue|False
generate|manage|False
generate|modify|False
generate|pay|True
generate|perform|False
generate|post|False
generate|prepare|False
generate|process|True
generate|record|False
generate|remove|False
generate|request|False
generate|research|False
generate|resubmit|True
generate|review|False
generate|satisfy|True
generate|schedule|False
generate|search|False
generate|select|False
generate|send|False
generate|submit|True
generate|successfully conduct|False
generate|support|True
generate|track|False
generate|update|False
issue|apply|False
issue|assign|False
issue|be notify|False
issue|capture|False
issue|check|True
issue|complete|False
issue|conduct|False
issue|create|False
issue|denote|False
issue|develop|False
issue|evaluate|False
issue|generate|False
issue|issue|False
issue|manage|False
issue|modify|False
issue|pay|False
issue|perform|False
issue|post|False
issue|prepare|False
issue|process|False
issue|record|False
issue|remove|False
issue|request|False
issue|research|False
issue|resubmit|False
issue|review|False
issue|satisfy|True
issue|schedule|False
issue|search|False
issue|select|False
issue|send|False
issue|submit|False
issue|successfully conduct|False
issue|support|False
issue|track|False
issue|update|False
manage|apply|True
manage|assign|True
manage|be notify|False
manage|capture|False
manage|check|True
manage|complete|True
manage|conduct|True
manage|create|False
manage|denote|False
manage|develop|True
manage|evaluate|False
manage|generate|False
manage|issue|False
manage|manage|False
manage|modify|False
manage|pay|True
manage|perform|True
manage|post|False
manage|prepare|True
manage|process|True
manage|record|False
manage|remove|False
manage|request|False
manage|research|False
manage|resubmit|False
manage|review|False
manage|satisfy|False
manage|schedule|False
manage|search|False
manage|select|False
manage|send|False
manage|submit|False
manage|successfully conduct|True
manage|support|False
manage|track|False
manage|update|False
modify|apply|False
modify|assign|False
modify|be notify|False
modify|capture|True
modify|check|True
modify|complete|True
modify|conduct|False
modify|create|False
modify|denote|False
modify|develop|True
modify|evaluate|False
modify|generate|False
modify|issue|False
modify|manage|False
modify|modify|False
modify|pay|False
modify|perform|True
modify|post|True
modify|prepare|True
modify|process|True
modify|record|False
modify|remove|False
modify|request|False
modify|research|False
modify|resubmit|False
modify|review|False
modify|satisfy|False
modify|schedule|False
modify|search|False
modify|select|False
modify|send|False
modify|submit|True
modify|successfully conduct|False
modify|support|False
modify|track|False
modify|update|True
pay|apply|True
pay|assign|True
pay|be notify|False
pay|capture|False
pay|check|True
pay|complete|False
pay|conduct|True
pay|create|False
pay|denote|False
pay|develop|False
pay|evaluate|False
pay|generate|False
pay|issue|False
pay|manage|False
pay|modify|False
pay|pay|False
pay|perform|False
pay|post|False
pay|prepare|False
pay|process|False
pay|record|False
pay|remove|False
pay|request|False
pay|research|False
pay|resubmit|True
pay|review|False
pay|satisfy|True
pay|schedule|False
pay|search|False
pay|select|False
pay|send|False
pay|submit|True
pay|successfully conduct|True
pay|support|False
pay|track|False
pay|update|False
perform|apply|False
perform|assign|False
perform|be notify|False
perform|capture|False
perform|check|False
perform|complete|False
perform|conduct|True
perform|create|False
perform|denote|False
perform|develop|False
perform|evaluate|False
perform|generate|False
perform|issue|False
perform|manage|False
perform|modify|False
perform|pay|True
perform|perform|False
perform|post|False
perform|prepare|True
perform|process|False
perform|record|False
perform|remove|False
perform|request|False
perform|research|False
perform|resubmit|False
perform|review|False
perform|satisfy|False
perform|schedule|False
perform|search|False
perform|select|False
perform|send|False
perform|submit|False
perform|successfully conduct|True
perform|support|False
perform|track|False
perform|update|False
post|apply|False
post|assign|False
post|be notify|False
post|capture|False
post|check|False
post|complete|False
post|conduct|True
post|create|False
post|denote|False
post|develop|True
post|evaluate|False
post|generate|False
post|issue|False
post|manage|False
post|modify|False
post|pay|True
post|perform|False
post|post|False
post|prepare|False
post|process|False
post|record|False
post|remove|False
post|request|False
post|research|False
post|resubmit|False
post|review|False
post|satisfy|False
post|schedule|False
post|search|False
post|select|False
post|send|False
post|submit|True
post|successfully conduct|True
post|support|False
post|track|False
post|update|False
prepare|apply|True
prepare|assign|False
prepare|be notify|False
prepare|capture|True
prepare|check|True
prepare|complete|True
prepare|conduct|True
prepare|create|False
prepare|denote|False
prepare|develop|False
prepare|evaluate|False
prepare|generate|True
prepare|issue|False
prepare|manage|False
prepare|modify|False
prepare|pay|True
prepare|perform|True
prepare|post|True
prepare|prepare|False
prepare|process|False
prepare|record|False
prepare|remove|False
prepare|request|False
prepare|research|False
prepare|resubmit|False
prepare|review|False
prepare|satisfy|False
prepare|schedule|False
prepare|search|False
prepare|select|False
prepare|send|False
prepare|submit|False
prepare|successfully conduct|True
prepare|support|True
prepare|track|True
prepare|update|False
process|apply|False
process|assign|False
process|be notify|False
process|capture|False
process|check|False
process|complete|True
process|conduct|False
process|create|False
process|denote|False
process|develop|False
process|evaluate|False
process|generate|False
process|issue|False
process|manage|False
process|modify|False
process|pay|False
process|perform|True
process|post|False
process|prepare|False
process|process|False
process|record|False
process|remove|False
process|request|False
process|research|False
process|resubmit|False
process|review|False
process|satisfy|False
process|schedule|False
process|search|False
process|select|False
process|send|False
process|submit|False
process|successfully conduct|False
process|support|False
process|track|False
process|update|False
record|apply|False
record|assign|False
record|be notify|False
record|capture|False
record|check|False
record|complete|False
record|conduct|False
record|create|False
record|denote|False
record|develop|False
record|evaluate|False
record|generate|False
record|issue|False
record|manage|False
record|modify|False
record|pay|False
record|perform|False
record|post|True
record|prepare|True
record|process|False
record|record|False
record|remove|False
record|request|False
record|research|False
record|resubmit|False
record|review|False
record|satisfy|False
record|schedule|False
record|search|False
record|select|False
record|send|False
record|submit|False
record|successfully conduct|False
record|support|False
record|track|False
record|update|False
remove|apply|True
remove|assign|True
remove|be notify|False
remove|capture|True
remove|check|True
remove|complete|False
remove|conduct|True
remove|create|False
remove|denote|False
remove|develop|False
remove|evaluate|False
remove|generate|False
remove|issue|True
remove|manage|False
remove|modify|False
remove|pay|True
remove|perform|False
remove|post|True
remove|prepare|True
remove|process|True
remove|record|False
remove|remove|False
remove|request|True
remove|research|False
remove|resubmit|True
remove|review|False
remove|satisfy|True
remove|schedule|False
remove|search|False
remove|select|False
remove|send|True
remove|submit|True
remove|successfully conduct|True
remove|support|True
remove|track|False
remove|update|False
request|apply|True
request|assign|True
request|be notify|False
request|capture|False
request|check|False
request|complete|False
request|conduct|False
request|create|False
request|denote|False
request|develop|False
request|evaluate|False
request|generate|False
request|issue|False
request|manage|False
request|modify|False
request|pay|False
request|perform|False
request|post|False
request|prepare|False
request|process|True
request|record|False
request|remove|False
request|request|False
request|research|False
request|resubmit|False
request|review|False
request|satisfy|False
request|schedule|False
request|search|False
request|select|False
request|send|False
request|submit|True
request|successfully conduct|False
request|support|False
request|track|False
request|update|False
research|apply|False
research|assign|False
research|be notify|False
research|capture|False
research|check|False
research|complete|False
research|conduct|False
research|create|False
research|denote|False
research|develop|False
research|evaluate|False
research|generate|False
research|issue|False
research|manage|False
research|modify|False
research|pay|False
research|perform|False
research|post|False
research|prepare|False
research|process|False
research|record|False
research|remove|False
research|request|False
research|research|False
research|resubmit|False
research|review|False
research|satisfy|False
research|schedule|False
research|search|False
research|select|False
research|send|False
research|submit|False
research|successfully conduct|False
research|support|False
research|track|False
research|update|False
resubmit|apply|False
resubmit|assign|False
resubmit|be notify|False
resubmit|capture|False
resubmit|check|False
resubmit|complete|False
resubmit|conduct|False
resubmit|create|False
resubmit|denote|False
resubmit|develop|False
resubmit|evaluate|False
resubmit|generate|False
resubmit|issue|False
resubmit|manage|False
resubmit|modify|False
resubmit|pay|False
resubmit|perform|False
resubmit|post|False
resubmit|prepare|False
resubmit|process|False
resubmit|record|False
resubmit|remove|False
resubmit|request|False
resubmit|research|False
resubmit|resubmit|False
resubmit|review|False
resubmit|satisfy|False
resubmit|schedule|False
resubmit|search|False
resubmit|select|False
resubmit|send|False
resubmit|submit|False
resubmit|successfully conduct|False
resubmit|support|False
resubmit|track|False
resubmit|update|False
review|apply|False
review|assign|False
review|be notify|False
review|capture|False
review|check|False
review|complete|False
review|conduct|False
review|create|False
review|denote|False
review|develop|False
review|evaluate|False
review|generate|False
review|issue|False
review|manage|False
review|modify|False
review|pay|False
review|perform|False
review|post|False
review|prepare|False
review|process|False
review|record|False
review|remove|False
review|request|False
review|research|False
review|resubmit|False
review|review|False
review|satisfy|False
review|schedule|False
review|search|False
review|select|False
review|send|False
review|submit|False
review|successfully conduct|False
review|support|False
review|track|False
review|update|False
satisfy|apply|False
satisfy|assign|False
satisfy|be notify|False
satisfy|capture|False
satisfy|check|False
satisfy|complete|True
satisfy|conduct|False
satisfy|create|False
satisfy|denote|False
satisfy|develop|False
satisfy|evaluate|False
satisfy|generate|False
satisfy|issue|False
satisfy|manage|False
satisfy|modify|False
satisfy|pay|False
satisfy|perform|True
satisfy|post|False
satisfy|prepare|False
satisfy|process|False
satisfy|record|False
satisfy|remove|False
satisfy|request|False
satisfy|research|False
satisfy|resubmit|False
satisfy|review|False
satisfy|satisfy|False
satisfy|schedule|False
satisfy|search|False
satisfy|select|False
satisfy|send|False
satisfy|submit|False
satisfy|successfully conduct|False
satisfy|support|False
satisfy|track|False
satisfy|update|False
schedule|apply|False
schedule|assign|False
schedule|be notify|False
schedule|capture|False
schedule|check|False
schedule|complete|False
schedule|conduct|False
schedule|create|False
schedule|denote|False
schedule|develop|False
schedule|evaluate|False
schedule|generate|False
schedule|issue|False
schedule|manage|False
schedule|modify|False
schedule|pay|False
schedule|perform|False
schedule|post|False
schedule|prepare|False
schedule|process|False
schedule|record|False
schedule|remove|False
schedule|request|False
schedule|research|False
schedule|resubmit|False
schedule|review|False
schedule|satisfy|False
schedule|schedule|False
schedule|search|False
schedule|select|False
schedule|send|False
schedule|submit|False
schedule|successfully conduct|False
schedule|support|False
schedule|track|False
schedule|update|False
search|apply|False
search|assign|False
search|be notify|False
search|capture|False
search|check|False
search|complete|False
search|conduct|False
search|create|False
search|denote|False
search|develop|False
search|evaluate|False
search|generate|False
search|issue|False
search|manage|False
search|modify|False
search|pay|False
search|perform|False
search|post|False
search|prepare|False
search|process|False
search|record|False
search|remove|False
search|request|False
search|research|False
search|resubmit|False
search|review|False
search|satisfy|False
search|schedule|False
search|search|False
search|select|False
search|send|False
search|submit|False
search|successfully conduct|False
search|support|False
search|track|False
search|update|False
select|apply|False
select|assign|True
select|be notify|False
select|capture|True
select|check|False
select|complete|False
select|conduct|True
select|create|False
select|denote|False
select|develop|False
select|evaluate|False
select|generate|False
select|issue|False
select|manage|False
select|modify|False
select|pay|False
select|perform|False
select|post|False
select|prepare|True
select|process|False
select|record|False
select|remove|False
select|request|False
select|research|False
select|resubmit|False
select|review|False
select|satisfy|False
select|schedule|False
select|search|False
select|select|False
select|send|False
select|submit|False
select|successfully conduct|True
select|support|False
select|track|False
select|update|False
send|apply|True
send|assign|True
send|be notify|False
send|capture|False
send|check|True
send|complete|False
send|conduct|True
send|create|True
send|denote|False
send|develop|True
send|evaluate|False
send|generate|False
send|issue|True
send|manage|False
send|modify|False
send|pay|False
send|perform|False
send|post|False
send|prepare|False
send|process|True
send|record|False
send|remove|False
send|request|True
send|research|False
send|resubmit|False
send|review|False
send|satisfy|False
send|schedule|False
send|search|False
send|select|False
send|send|False
send|submit|True
send|successfully conduct|True
send|support|False
send|track|False
send|update|False
submit|apply|False
submit|assign|True
submit|be notify|False
submit|capture|True
submit|check|True
submit|complete|False
submit|conduct|True
submit|create|False
submit|denote|False
submit|develop|False
submit|evaluate|False
submit|generate|False
submit|issue|False
submit|manage|False
submit|modify|False
submit|pay|False
submit|perform|False
submit|post|True
submit|prepare|True
submit|process|True
submit|record|False
submit|remove|False
submit|request|False
submit|research|False
submit|resubmit|True
submit|review|False
submit|satisfy|False
submit|schedule|False
submit|search|False
submit|select|False
submit|send|False
submit|submit|False
submit|successfully conduct|True
submit|support|True
submit|track|False
submit|update|False
successfully conduct|apply|True
successfully conduct|assign|True
successfully conduct|be notify|False
successfully conduct|capture|True
successfully conduct|check|False
successfully conduct|complete|False
successfully conduct|conduct|False
successfully conduct|create|False
successfully conduct|denote|False
successfully conduct|develop|False
successfully conduct|evaluate|False
successfully conduct|generate|False
successfully conduct|issue|False
successfully conduct|manage|False
successfully conduct|modify|False
successfully conduct|pay|True
successfully conduct|perform|False
successfully conduct|post|False
successfully conduct|prepare|True
successfully conduct|process|True
successfully conduct|record|False
successfully conduct|remove|False
successfully conduct|request|True
successfully conduct|research|False
successfully conduct|resubmit|False
successfully conduct|review|False
successfully conduct|satisfy|False
successfully conduct|schedule|False
successfully conduct|search|False
successfully conduct|select|False
successfully conduct|send|True
successfully conduct|submit|True
successfully conduct|successfully conduct|False
successfully conduct|support|False
successfully conduct|track|False
successfully conduct|update|False
support|apply|False
support|assign|False
support|be notify|False
support|capture|False
support|check|False
support|complete|False
support|conduct|True
support|create|False
support|denote|False
support|develop|False
support|evaluate|False
support|generate|False
support|issue|False
support|manage|False
support|modify|False
support|pay|True
support|perform|False
support|post|True
support|prepare|False
support|process|False
support|record|True
support|remove|False
support|request|False
support|research|False
support|resubmit|False
support|review|False
support|satisfy|False
support|schedule|False
support|search|False
support|select|False
support|send|False
support|submit|False
support|successfully conduct|True
support|support|False
support|track|False
support|update|False
track|apply|True
track|assign|False
track|be notify|False
track|capture|False
track|check|False
track|complete|False
track|conduct|False
track|create|False
track|denote|False
track|develop|False
track|evaluate|False
track|generate|False
track|issue|False
track|manage|False
track|modify|False
track|pay|False
track|perform|False
track|post|False
track|prepare|False
track|process|False
track|record|False
track|remove|False
track|request|False
track|research|False
track|resubmit|False
track|review|False
track|satisfy|False
track|schedule|False
track|search|False
track|select|False
track|send|False
track|submit|False
track|successfully conduct|False
track|support|False
track|track|False
track|update|False
update|apply|False
update|assign|False
update|be notify|False
update|capture|False
update|check|False
update|complete|False
update|conduct|False
update|create|False
update|denote|False
update|develop|False
update|evaluate|False
update|generate|False
update|issue|False
update|manage|False
update|modify|False
update|pay|False
update|perform|False
update|post|False
update|prepare|False
update|process|False
update|record|False
update|remove|False
update|request|False
update|research|False
update|resubmit|False
update|review|False
update|satisfy|False
update|schedule|False
update|search|False
update|select|False
update|send|False
update|submit|False
update|successfully conduct|False
update|support|False
update|track|False
update|update|False
