Persona 1 | Persona 2 | Result | Score 
inspection supervisor|inspection staff supervisor|True|0.9011096954345703
county staff member|staff member|False|0.4613613188266754
zoning staff member|planning staff member|False|0.3287331163883209
applicant|inspection staff member|False|0.28126025199890137
applicant|plan review staff supervisor|False|0.3462582528591156
development staff member|plan review staff supervisor|False|0.31260737776756287
development staff member|inspection staff member|False|0.23368597030639648
inspector|planning staff member|False|0.27629169821739197
plan review staff member|staff member|False|0.47811806201934814
enforcement staff member|staff member|False|0.3939366638660431
zoning staff member|staff member|False|0.38571006059646606
staff member|prospectiveapplicant|False|0.22813957929611206
inspector|staff member|False|0.2958911657333374
inspection supervisor|plan review staff member|False|0.3735625743865967
staff member|applicant|False|0.19425813853740692
zoning staff member|enforcement staff member|False|0.2919917404651642
customer|zoning staff member|False|0.1294807493686676
inspector|enforcement staff member|False|0.4657916724681854
technical staff member|planning staff member|False|0.19407279789447784
inspection staff member|prospectiveapplicant|False|0.32310181856155396
inspection staff member|inspection staff supervisor|True|0.7122373580932617
county staff member|zoning staff member|False|0.23725542426109314
prospectiveapplicant|enforcement staff member|False|0.1409515142440796
customer|inspection supervisor|False|0.4472619593143463
staff member|plan review staff member|False|0.5248801708221436
customer|public user|False|0.5134764909744263
prospectiveapplicant|development staff member|False|0.18822672963142395
applicant|prospectiveapplicant|True|0.8456811904907227
planning staff member|enforcement staff member|False|0.127188578248024
applicant|inspection staff supervisor|False|0.42153164744377136
plan review staff member|zoning staff member|False|0.22873905301094055
plan review staff supervisor|enforcement staff member|False|0.3307715058326721
zoning staff member|zoning staff member|False|0.0
development staff member|customer|False|0.29275214672088623
zoning staff member|technical staff member|False|0.23278845846652985
development staff member|inspection staff supervisor|False|0.32345402240753174
inspector|zoning staff member|False|0.20775403082370758
enforcement staff member|technical staff member|False|0.3007611930370331
inspection staff member|plan review staff member|False|0.2100077122449875
inspector|technical staff member|False|0.32953161001205444
customer|inspector|False|0.41582992672920227
county staff member|public user|False|0.20934002101421356
public user|enforcement staff member|False|0.16608388721942902
staff member|county staff member|False|0.48209941387176514
plan review staff member|inspection supervisor|False|0.2872704863548279
enforcement staff member|inspection supervisor|False|0.5297572612762451
zoning staff member|inspection supervisor|False|0.3110466003417969
plan review staff member|public user|False|0.18428799510002136
public user|development staff member|False|0.2713048756122589
enforcement staff member|public user|False|0.15368199348449707
inspector|inspection supervisor|False|0.6189161539077759
county staff member|inspector|False|0.37482213973999023
inspection staff supervisor|applicant|False|0.2912307381629944
zoning staff member|public user|False|0.1734943985939026
inspection supervisor|enforcement staff member|False|0.4984797537326813
planning staff member|technical staff member|False|0.29226380586624146
plan review staff supervisor|technical staff member|False|0.38296619057655334
inspector|public user|False|0.42842069268226624
plan review staff member|inspector|False|0.33832451701164246
prospectiveapplicant|customer|False|0.3736359477043152
inspection supervisor|development staff member|False|0.3071286380290985
enforcement staff member|inspector|False|0.48250266909599304
technical staff member|zoning staff member|False|0.17036251723766327
zoning staff member|inspector|False|0.36432987451553345
staff member|inspection staff member|False|0.5939671993255615
staff member|plan review staff supervisor|False|0.47190067172050476
planning staff member|inspection supervisor|False|0.31071725487709045
public user|technical staff member|False|0.2558176517486572
plan review staff supervisor|inspection supervisor|False|0.3492743670940399
inspection staff supervisor|plan review staff member|False|0.3628353178501129
enforcement staff member|zoning staff member|False|0.2533913850784302
technical staff member|inspection supervisor|False|0.4866061806678772
development staff member|planning staff member|False|0.3199955224990845
public user|customer|False|0.6937755942344666
staff member|development staff member|False|0.59359210729599
technical staff member|public user|False|0.1865520477294922
inspection staff member|enforcement staff member|False|0.371050626039505
inspection staff supervisor|county staff member|False|0.29470160603523254
inspection supervisor|customer|False|0.3029971420764923
inspection staff member|development staff member|False|0.2387138158082962
applicant|enforcement staff member|False|0.20842047035694122
development staff member|enforcement staff member|False|0.13891151547431946
customer|prospectiveapplicant|False|0.5481783151626587
prospectiveapplicant|planning staff member|False|0.19777469336986542
applicant|development staff member|False|0.27658969163894653
customer|applicant|False|0.25109735131263733
staff member|inspection staff supervisor|False|0.6223639249801636
inspection staff supervisor|inspection staff member|False|0.5654497146606445
staff member|customer|False|0.3061622381210327
inspection staff supervisor|plan review staff supervisor|False|0.2729371190071106
planning staff member|planning staff member|False|0.0
plan review staff supervisor|planning staff member|False|0.5728862881660461
enforcement staff member|inspection staff member|False|0.45996060967445374
county staff member|prospectiveapplicant|False|0.24235038459300995
county staff member|applicant|False|0.19317376613616943
prospectiveapplicant|staff member|False|0.1588590443134308
inspection staff member|customer|False|0.2964649796485901
planning staff member|staff member|False|0.5498685836791992
public user|planning staff member|False|0.28463393449783325
plan review staff supervisor|staff member|False|0.44284623861312866
applicant|technical staff member|False|0.27700525522232056
customer|plan review staff member|False|0.29740288853645325
plan review staff member|applicant|False|0.2159106284379959
development staff member|zoning staff member|False|0.14934876561164856
development staff member|technical staff member|False|0.3815110921859741
enforcement staff member|applicant|False|0.19008295238018036
technical staff member|staff member|False|0.47741609811782837
zoning staff member|applicant|False|0.1926305592060089
county staff member|plan review staff member|False|0.2910044491291046
inspector|applicant|False|0.31998211145401
inspection supervisor|planning staff member|False|0.3099777400493622
public user|staff member|False|0.218179389834404
applicant|customer|False|0.35828784108161926
development staff member|inspection supervisor|False|0.3564968705177307
customer|county staff member|False|0.21924613416194916
development staff member|public user|False|0.19945257902145386
plan review staff member|plan review staff member|False|0.0
inspection supervisor|staff member|False|0.4413842260837555
inspection staff supervisor|prospectiveapplicant|False|0.366060733795166
prospectiveapplicant|zoning staff member|False|0.13211093842983246
prospectiveapplicant|technical staff member|False|0.20045706629753113
staff member|planning staff member|False|0.6686720252037048
technical staff member|applicant|False|0.22741705179214478
planning staff member|zoning staff member|False|0.25061091780662537
plan review staff supervisor|zoning staff member|False|0.2895459532737732
plan review staff member|county staff member|False|0.29456138610839844
enforcement staff member|county staff member|False|0.2798968255519867
prospectiveapplicant|inspection supervisor|False|0.30780190229415894
customer|inspection staff member|False|0.3063165247440338
customer|plan review staff supervisor|False|0.3674488961696625
inspection staff member|planning staff member|False|0.2012547105550766
prospectiveapplicant|public user|False|0.2922026813030243
public user|zoning staff member|False|0.13984616100788116
county staff member|inspection staff member|False|0.3567448854446411
county staff member|plan review staff supervisor|False|0.3922218978404999
staff member|enforcement staff member|False|0.44987601041793823
planning staff member|public user|False|0.2508876919746399
plan review staff supervisor|public user|False|0.17451149225234985
inspection staff member|staff member|False|0.519535481929779
prospectiveapplicant|inspector|False|0.36091548204421997
applicant|planning staff member|False|0.29100632667541504
inspection supervisor|technical staff member|False|0.40158477425575256
public user|inspection supervisor|False|0.5427279472351074
plan review staff member|inspection staff member|False|0.24719597399234772
plan review staff member|plan review staff supervisor|False|0.6212677359580994
enforcement staff member|plan review staff supervisor|False|0.27137264609336853
