Entity 1 | Entity 2 | Result | Score 
regular summary report|my datum|False|0.2539200782775879
security requirement|legal statu|False|0.5339196920394897
section|all datum|False|0.7328885793685913
technology|agreement|True|0.9583224058151245
description|content|True|0.9879088401794434
all datum|who|False|0.16675835847854614
regular summary report|creation proces|False|0.30547550320625305
compliance|report|True|0.9488568902015686
how long|research publication|False|0.6348392963409424
information|compliance|True|0.9881230592727661
all resource|how many|False|0.2659004330635071
kind of datum type|kind of datum I want to store|True|0.9858726859092712
my datum|time plan|False|0.7113126516342163
cost|estimate|False|0.7787045240402222
all resource|pointer|False|0.7738714218139648
repository mention|when|True|0.9515405893325806
intention|dmp|True|0.9793093800544739
time plan|short description|False|0.6234111189842224
it resource requirement|topic|True|0.942632794380188
when|administrative information|True|0.9038060307502747
when|detail|True|0.9940816164016724
who|how|True|0.9076911807060242
research publication|time plan|False|0.2398139387369156
kind of datum I want to record|topic|True|0.9847781658172607
kind of datum|kind of datum I want to store|True|0.9779667258262634
security requirement|all metadata|False|0.12781305611133575
pointer|privacy|False|0.35567212104797363
report|cost|False|0.8095740675926208
privacy|content|False|0.888951301574707
how long|datum set|False|0.34630104899406433
description|format|True|0.9927922487258911
plan provenance|section|True|0.9693516492843628
all resource|necessary right|False|0.16498057544231415
technology|regular summary report|False|0.6556635499000549
all datum|security requirement|False|0.10277648270130157
how|section|True|0.9887881875038147
time plan|administrative information|False|0.5094252228736877
time plan|detail|True|0.9244316220283508
agreement|creation proces|True|0.9600014090538025
creation proces|research publication|True|0.934277355670929
conservation period|who be responsible|False|0.17577920854091644
administrative information|it resource requirement|False|0.8498404026031494
content|dmp|True|0.9899292588233948
who be responsible|when|False|0.8805124163627625
repository mention|kind of datum|True|0.9760891795158386
research publication|who be responsible|False|0.48654475808143616
all datum|anonymization of datum|False|0.4907376766204834
description|all resource|False|0.6213176846504211
it resource requirement|short description|False|0.7215203046798706
security requirement|datum|False|0.5490769743919373
datum|datum set|True|0.9204196333885193
reference|metadata|True|0.9753887057304382
regular summary report|reference|False|0.14204679429531097
intention|how many|False|0.5463669896125793
software|plan provenance|True|0.9429845213890076
all metadata|it resource requirement|False|0.5316948294639587
regular summary report|repository mention|False|0.24662524461746216
intention|pointer|True|0.9852074384689331
compliance|kind of datum I want to store|False|0.8748582005500793
privacy|format|True|0.9225162267684937
section|how|True|0.9848347306251526
cost|agreement|False|0.8451578617095947
how long|estimate|False|0.39247286319732666
security requirement|how secure|False|0.7871308922767639
how many|who|False|0.6454412341117859
conservation period|description|False|0.867581307888031
description|datum sensitivity|True|0.9784459471702576
intention|necessary right|False|0.869920551776886
research publication|description|False|0.8800342082977295
privacy|all resource|False|0.24317562580108643
research publication|technology|True|0.9335235357284546
format|legal statu|False|0.8779957294464111
information|section|True|0.9961600303649902
conservation period|kind of datum type|False|0.7889760732650757
agreement|reference|True|0.995721161365509
kind of datum I want to store|security requirement|False|0.7532817125320435
agreement|dmp|True|0.9501319527626038
metadata|who|False|0.718412458896637
datum|estimate|False|0.8549105525016785
detail|who be responsible|False|0.8681524991989136
legal statu|security requirement|False|0.4501640498638153
creation proces|report|True|0.9651988744735718
description|kind of datum I want to record|True|0.9702665209770203
datum set|who|False|0.6191362738609314
cost|regular summary report|False|0.41703686118125916
how many|security requirement|False|0.21737569570541382
who|topic|True|0.9855027198791504
report|intention|True|0.9126927852630615
anonymization of datum|who be responsible|False|0.25022655725479126
short description|research publication|True|0.9379311203956604
compliance|it resource requirement|True|0.9499332308769226
how long|agreement|False|0.7219913005828857
how many|anonymization of datum|False|0.44339555501937866
format|all metadata|False|0.345124751329422
when|my datum|True|0.9268319010734558
regular summary report|content|False|0.18782232701778412
all right|report|False|0.7906164526939392
detail|description|True|0.9980353713035583
metadata|security requirement|False|0.6618653535842896
datum|plan provenance|True|0.9781017899513245
kind of datum I want to store|persistent identifier|True|0.9509349465370178
conservation period|all metadata|False|0.3579955995082855
how|kind of datum I want to store|False|0.8406389355659485
detail|technology|True|0.986626923084259
agreement|how many|False|0.7521838545799255
privacy|kind of datum I want to record|False|0.6684668064117432
agreement|pointer|True|0.9827693104743958
who|short description|True|0.9121870398521423
reference|how long|False|0.47317492961883545
legal statu|persistent identifier|False|0.5494652986526489
time plan|my datum|False|0.6000718474388123
datum set|security requirement|False|0.4807322025299072
administrative information|time plan|False|0.764843225479126
anonymization of datum|description|False|0.6096689701080322
detail|kind of datum type|True|0.9849534630775452
metadata|anonymization of datum|False|0.768297553062439
datum|agreement|True|0.9500123858451843
when|creation proces|False|0.8957358002662659
all datum|conservation period|False|0.5127547979354858
section|topic|True|0.997138261795044
format|datum|True|0.9549490809440613
report|who|False|0.5589529871940613
technology|time plan|False|0.7292082905769348
my datum|cost|False|0.7720871567726135
agreement|necessary right|False|0.8322673439979553
my datum|software|False|0.8590494394302368
creation proces|kind of datum I want to store|False|0.6294968724250793
anonymization of datum|kind of datum type|False|0.7787690162658691
regular summary report|format|False|0.19853836297988892
how|plan provenance|True|0.986554741859436
how long|regular summary report|False|0.014636366628110409
conservation period|datum|False|0.7737525701522827
how secure|metadata|False|0.6487390398979187
time plan|creation proces|False|0.6633691787719727
administrative information|who be responsible|False|0.19197627902030945
format|how secure|False|0.7676517963409424
who be responsible|metadata|True|0.9503981471061707
short description|report|True|0.9793198704719543
conservation period|how secure|False|0.3254641890525818
regular summary report|all resource|False|0.04766733571887016
pointer|content|False|0.8686400055885315
information|kind of datum I want to store|True|0.9367950558662415
all metadata|who be responsible|False|0.21814139187335968
description|datum set|True|0.9650896787643433
datum|regular summary report|False|0.5730935335159302
repository mention|administrative information|False|0.8368066549301147
all right|kind of datum I want to store|False|0.7299697995185852
report|security requirement|False|0.3044888377189636
reference|privacy|False|0.7075738906860352
how many|all datum|False|0.19083502888679504
when|reference|True|0.988215982913971
privacy|research publication|False|0.5252192616462708
datum sensitivity|security requirement|False|0.34452757239341736
format|software|True|0.9581989049911499
administrative information|technology|False|0.7998529076576233
report|anonymization of datum|False|0.5073862671852112
all datum|how|False|0.49999746680259705
when|repository mention|True|0.9075310826301575
intention|compliance|True|0.9749392867088318
anonymization of datum|all metadata|False|0.18913157284259796
information|plan provenance|True|0.991447925567627
creation proces|it resource requirement|True|0.9185774922370911
all metadata|description|True|0.9039821624755859
time plan|reference|True|0.9112449884414673
pointer|format|False|0.8023346066474915
all metadata|technology|False|0.7454724907875061
privacy|datum set|False|0.8354169726371765
who be responsible|administrative information|False|0.813500702381134
metadata|all datum|False|0.20349140465259552
my datum|all right|False|0.6069092154502869
kind of datum type|description|True|0.9360562562942505
time plan|repository mention|False|0.601190447807312
how many|conservation period|False|0.6454059481620789
description|estimate|True|0.9291451573371887
cost|time plan|False|0.6523138284683228
datum set|all datum|False|0.279818058013916
kind of datum|description|True|0.991254985332489
persistent identifier|metadata|False|0.7889224290847778
short description|kind of datum I want to store|False|0.5949470400810242
regular summary report|kind of datum I want to record|False|0.2798005938529968
content|compliance|True|0.9878043532371521
necessary right|report|True|0.9054078459739685
kind of datum type|kind of datum type|False|0.0
my datum|intention|True|0.9505190253257751
compliance|who be responsible|False|0.6207289099693298
kind of datum type|legal statu|False|0.731413722038269
all right|it resource requirement|False|0.6434292793273926
datum sensitivity|persistent identifier|False|0.7149331569671631
when|how many|False|0.7906336784362793
my datum|information|True|0.9679082036018372
kind of datum|kind of datum type|True|0.9819154143333435
metadata|conservation period|False|0.8628211617469788
how secure|how long|False|0.4445180296897888
estimate|metadata|True|0.9310575127601624
anonymization of datum|how secure|False|0.3107883036136627
it resource requirement|dmp|False|0.8332753777503967
kind of datum|legal statu|False|0.8360787034034729
dmp|compliance|False|0.7940228581428528
kind of datum I want to record|dmp|False|0.8753975033760071
datum set|conservation period|False|0.7690975666046143
privacy|estimate|False|0.8661653399467468
software|legal statu|False|0.5696733593940735
topic|how long|False|0.4185134172439575
time plan|how many|False|0.27957770228385925
description|plan provenance|True|0.9919857978820801
time plan|pointer|False|0.7696242928504944
format|all right|False|0.8350142240524292
pointer|datum sensitivity|False|0.7792531847953796
dmp|datum sensitivity|False|0.7293111085891724
compliance|description|True|0.9921711087226868
all resource|report|False|0.8206587433815002
compliance|technology|True|0.9654812216758728
how many|how|False|0.7443665862083435
description|agreement|True|0.9962934255599976
report|all datum|False|0.1017187163233757
time plan|necessary right|False|0.32120704650878906
my datum|who|False|0.5602971315383911
format|intention|True|0.9869195222854614
kind of datum type|all metadata|False|0.3784008026123047
how long|time plan|False|0.4253564774990082
intention|section|True|0.9936875700950623
administrative information|cost|False|0.6336904764175415
compliance|kind of datum type|True|0.9415767192840576
short description|it resource requirement|False|0.8407772779464722
all datum|topic|False|0.6774492859840393
repository mention|my datum|True|0.9354665875434875
format|information|True|0.9883853793144226
technology|cost|False|0.8077962398529053
kind of datum|all metadata|False|0.5523712635040283
datum sensitivity|all datum|False|0.20910780131816864
pointer|kind of datum I want to record|False|0.7179608941078186
necessary right|kind of datum I want to store|False|0.7597023844718933
regular summary report|research publication|False|0.05796218290925026
technology|software|True|0.9077444672584534
metadata|how|False|0.8391963243484497
software|all metadata|False|0.2179466187953949
how secure|privacy|False|0.6353928446769714
when|format|True|0.96675044298172
report|conservation period|False|0.6769846081733704
kind of datum type|datum|True|0.9742947220802307
content|section|True|0.9964778423309326
who be responsible|privacy|False|0.21455331146717072
it resource requirement|necessary right|False|0.5957331657409668
datum set|how|False|0.799103856086731
privacy|agreement|False|0.8671088218688965
repository mention|creation proces|True|0.9326578378677368
regular summary report|datum set|False|0.34503117203712463
description|regular summary report|False|0.4424767792224884
intention|report|True|0.9766022562980652
persistent identifier|how long|False|0.16994230449199677
all datum|short description|False|0.5445782542228699
kind of datum|datum|True|0.9791932106018066
who be responsible|my datum|True|0.9314336776733398
when|all resource|False|0.2728522717952728
kind of datum type|how secure|False|0.706524670124054
research publication|security requirement|False|0.5254934430122375
dmp|section|False|0.7723750472068787
software|datum|False|0.8845889568328857
all resource|kind of datum I want to store|False|0.551841139793396
my datum|anonymization of datum|False|0.7970356941223145
estimate|how long|False|0.1535135954618454
creation proces|who be responsible|False|0.6437537670135498
kind of datum|how secure|False|0.8101537227630615
who|dmp|False|0.895969569683075
how long|technology|False|0.7135379910469055
time plan|all resource|False|0.08869479596614838
software|how secure|False|0.5089336633682251
necessary right|it resource requirement|True|0.9211222529411316
reference|content|True|0.995734691619873
topic|dmp|True|0.9825658202171326
privacy|regular summary report|False|0.3158136308193207
plan provenance|legal statu|False|0.8415420055389404
how|kind of datum type|True|0.9425150156021118
regular summary report|estimate|False|0.021819857880473137
report|how|False|0.7676335573196411
technology|all right|False|0.6127514839172363
conservation period|persistent identifier|False|0.7891905903816223
how|legal statu|False|0.7325747013092041
how many|topic|True|0.9385836720466614
all right|who be responsible|False|0.23020078241825104
repository mention|reference|True|0.9831368923187256
cost|cost|False|0.0
research publication|persistent identifier|False|0.4544614851474762
creation proces|description|True|0.9750968217849731
creation proces|technology|True|0.9702017903327942
persistent identifier|privacy|False|0.2773003876209259
technology|intention|True|0.9740648865699768
detail|security requirement|True|0.9440263509750366
intention|kind of datum I want to store|False|0.8474489450454712
when|kind of datum I want to record|False|0.8832169771194458
software|software|False|0.0
section|dmp|True|0.984042763710022
who|how many|False|0.5811413526535034
all resource|it resource requirement|False|0.5321083068847656
technology|information|True|0.9395097494125366
who|pointer|True|0.9647496938705444
metadata|topic|True|0.9735667109489441
estimate|privacy|False|0.39838626980781555
how many|short description|False|0.7385483384132385
plan provenance|all metadata|False|0.5355194211006165
agreement|report|True|0.9617643356323242
security requirement|when|False|0.779883861541748
all right|description|True|0.9794692397117615
datum set|topic|False|0.8879974484443665
all right|technology|False|0.8185198307037354
who|necessary right|False|0.5969932675361633
kind of datum I want to store|metadata|False|0.884910523891449
how|all metadata|False|0.49166128039360046
who be responsible|repository mention|False|0.8346232771873474
information|kind of datum type|True|0.9490140676498413
content|kind of datum I want to store|True|0.9511563777923584
regular summary report|agreement|False|0.107991524040699
administrative information|who|False|0.3805616497993469
short description|who be responsible|False|0.5963847041130066
legal statu|metadata|False|0.5342455506324768
information|legal statu|False|0.8745637536048889
all right|kind of datum type|False|0.8226295709609985
pointer|estimate|False|0.8634356260299683
research publication|all datum|False|0.0771365612745285
detail|persistent identifier|True|0.9864527583122253
metadata|short description|True|0.9357044696807861
technology|who|False|0.7827239632606506
how long|cost|False|0.5458273887634277
plan provenance|datum|True|0.9694771766662598
how|datum|True|0.974678635597229
intention|it resource requirement|True|0.987655758857727
anonymization of datum|persistent identifier|False|0.7258910536766052
reference|datum sensitivity|True|0.9255579710006714
my datum|conservation period|False|0.80671626329422
cost|all right|False|0.5281839370727539
repository mention|content|False|0.8939614295959473
plan provenance|how secure|False|0.7202234268188477
it resource requirement|compliance|True|0.9078613519668579
when|research publication|False|0.8529336452484131
short description|description|True|0.9813259840011597
software|all right|False|0.5294895768165588
report|topic|True|0.9779783487319946
kind of datum I want to record|compliance|True|0.9206950068473816
short description|technology|True|0.9518090486526489
how|how secure|False|0.6793073415756226
administrative information|security requirement|False|0.4686841666698456
datum|cost|False|0.792686402797699
regular summary report|regular summary report|False|0.0
cost|intention|True|0.9686453342437744
information|all metadata|False|0.4503551423549652
pointer|plan provenance|True|0.9610384702682495
dmp|plan provenance|False|0.8799698352813721
datum|software|False|0.7917125821113586
agreement|kind of datum I want to store|True|0.9312264919281006
datum sensitivity|topic|False|0.8788334131240845
time plan|research publication|False|0.71390700340271
software|intention|True|0.9637719988822937
cost|information|True|0.9314109683036804
when|datum set|False|0.786737859249115
all metadata|security requirement|False|0.1438431441783905
detail|all datum|False|0.7740469574928284
pointer|agreement|False|0.8744314908981323
who be responsible|content|True|0.9616582989692688
software|information|False|0.8862358331680298
necessary right|who be responsible|False|0.5127200484275818
technology|anonymization of datum|False|0.7944902777671814
repository mention|format|True|0.9422342777252197
privacy|time plan|False|0.6255983710289001
plan provenance|software|True|0.9226608872413635
report|short description|False|0.7729041576385498
information|datum|True|0.9806494116783142
my datum|kind of datum|True|0.9576171636581421
my datum|how|False|0.8467848300933838
kind of datum I want to store|how long|False|0.5286645889282227
repository mention|all resource|False|0.29179254174232483
cost|who|False|0.675285816192627
format|when|True|0.982077419757843
report|detail|True|0.9731722474098206
information|how secure|False|0.7735015749931335
legal statu|how long|False|0.07210467755794525
when|estimate|False|0.8887208104133606
necessary right|description|True|0.9566038250923157
all metadata|persistent identifier|False|0.6712932586669922
who be responsible|format|True|0.9408945441246033
how long|intention|False|0.8574165105819702
necessary right|technology|False|0.8987077474594116
all resource|who be responsible|False|0.15269742906093597
pointer|regular summary report|False|0.4310595393180847
agreement|it resource requirement|True|0.9377861022949219
kind of datum type|persistent identifier|True|0.9280752539634705
datum|all right|False|0.7145568132400513
it resource requirement|section|True|0.9218563437461853
necessary right|kind of datum type|False|0.7873210310935974
compliance|security requirement|False|0.8795343041419983
kind of datum|persistent identifier|True|0.9564282298088074
kind of datum I want to record|section|True|0.9252797365188599
time plan|report|False|0.7538007497787476
all datum|dmp|False|0.5192337036132812
security requirement|metadata|False|0.4693806767463684
who be responsible|all resource|False|0.1815517246723175
format|kind of datum|True|0.9769517183303833
persistent identifier|content|False|0.7464951872825623
how secure|compliance|False|0.8811377286911011
who|compliance|True|0.966387152671814
datum|intention|True|0.9759846329689026
plan provenance|all right|False|0.8344363570213318
administrative information|all datum|False|0.21295283734798431
all resource|description|False|0.8175589442253113
datum|information|True|0.9607783555984497
kind of datum I want to store|privacy|False|0.6889336705207825
topic|compliance|True|0.9815953969955444
how secure|datum sensitivity|False|0.7945435047149658
estimate|content|True|0.9402393102645874
cost|anonymization of datum|False|0.4335832893848419
repository mention|kind of datum I want to record|False|0.889663815498352
how long|who|False|0.5333093404769897
who be responsible|datum sensitivity|False|0.8969213366508484
all metadata|all datum|False|0.5281359553337097
plan provenance|intention|True|0.9774283170700073
it resource requirement|report|True|0.9286853671073914
when|agreement|True|0.9190089702606201
all resource|kind of datum type|False|0.6453113555908203
intention|who be responsible|False|0.5894159078598022
compliance|persistent identifier|True|0.9684969186782837
plan provenance|information|True|0.9821904897689819
all datum|how many|False|0.3201512098312378
administrative information|conservation period|False|0.8040213584899902
persistent identifier|format|False|0.7798374891281128
all datum|pointer|False|0.5194038152694702
security requirement|administrative information|False|0.48680078983306885
regular summary report|time plan|False|0.29760459065437317
section|compliance|True|0.9778785705566406
technology|conservation period|False|0.7637252807617188
datum|who|False|0.6344081163406372
description|cost|True|0.9673349857330322
who be responsible|kind of datum I want to record|False|0.7445125579833984
estimate|format|True|0.912218451499939
research publication|topic|True|0.9894218444824219
all datum|necessary right|False|0.14130772650241852
description|software|True|0.9807561039924622
how long|security requirement|False|0.21522656083106995
intention|description|True|0.9965294003486633
when|regular summary report|False|0.6512671709060669
how many|dmp|False|0.6317157745361328
datum sensitivity|how long|False|0.23714123666286469
how long|anonymization of datum|False|0.12825848162174225
intention|kind of datum type|True|0.9478577375411987
my datum|short description|False|0.8758818507194519
how secure|section|False|0.8317725658416748
repository mention|research publication|False|0.8271547555923462
it resource requirement|kind of datum I want to store|False|0.7486438751220703
persistent identifier|datum sensitivity|False|0.8140715956687927
privacy|cost|False|0.8236051797866821
creation proces|security requirement|False|0.8235686421394348
content|description|True|0.9975007772445679
when|it resource requirement|False|0.8612733483314514
kind of datum I want to record|kind of datum I want to store|True|0.9920075535774231
topic|section|True|0.992540180683136
metadata|dmp|False|0.8000400066375732
administrative information|how|False|0.6849479675292969
privacy|software|False|0.7052165269851685
reference|plan provenance|True|0.9911407828330994
technology|kind of datum|True|0.9526287913322449
cost|all datum|False|0.07468055188655853
my datum|detail|True|0.9903309345245361
technology|how|True|0.9010317325592041
datum|anonymization of datum|False|0.8979413509368896
estimate|datum sensitivity|False|0.8225712180137634
repository mention|datum set|False|0.8407722115516663
datum set|dmp|False|0.7928365468978882
agreement|who be responsible|False|0.6144875884056091
regular summary report|technology|False|0.2053355872631073
content|kind of datum type|True|0.9794692397117615
conservation period|metadata|False|0.8685881495475769
time plan|it resource requirement|False|0.5950775146484375
persistent identifier|kind of datum I want to record|False|0.8227270245552063
who|report|True|0.955246090888977
all right|security requirement|False|0.29491886496543884
description|all right|True|0.9576209783554077
section|section|False|0.0
cost|conservation period|False|0.6852540373802185
dmp|legal statu|False|0.4265724718570709
creation proces|persistent identifier|True|0.9207850694656372
estimate|kind of datum I want to record|False|0.7613683342933655
how many|necessary right|False|0.2867758572101593
metadata|how many|False|0.3913474977016449
security requirement|privacy|False|0.44512996077537537
description|intention|True|0.9915072917938232
who be responsible|datum set|False|0.7679474353790283
agreement|description|True|0.993601381778717
metadata|pointer|True|0.9010765552520752
agreement|technology|True|0.9730390310287476
format|administrative information|False|0.8907544016838074
format|detail|True|0.9963180422782898
repository mention|estimate|False|0.8046125769615173
description|information|True|0.9951733946800232
software|when|True|0.9281055927276611
security requirement|my datum|False|0.5944545269012451
how long|all datum|False|0.08485277742147446
content|all metadata|False|0.5615158677101135
report|dmp|False|0.6800404191017151
agreement|kind of datum type|True|0.9502900242805481
metadata|necessary right|False|0.6203290820121765
privacy|all right|False|0.5722647309303284
all right|persistent identifier|False|0.8164542317390442
detail|metadata|True|0.9860255718231201
short description|security requirement|False|0.6482648849487305
dmp|all metadata|False|0.21144624054431915
cost|kind of datum|False|0.7617766261100769
privacy|intention|True|0.9038938879966736
cost|how|False|0.7870638370513916
who|kind of datum I want to store|False|0.7698268890380859
who be responsible|estimate|False|0.7977678179740906
how long|conservation period|False|0.6703301072120667
administrative information|topic|True|0.9374501705169678
anonymization of datum|metadata|False|0.6026934385299683
software|kind of datum|True|0.9443541765213013
creation proces|all datum|False|0.5255563259124756
content|datum|True|0.9931001663208008
description|who|True|0.9576855301856995
privacy|information|False|0.802941620349884
regular summary report|cost|False|0.28095582127571106
all datum|compliance|False|0.6355740427970886
topic|kind of datum I want to store|False|0.8890091776847839
when|time plan|False|0.7746933698654175
conservation period|how long|False|0.13909272849559784
all metadata|topic|False|0.8678303360939026
report|how many|False|0.2947404086589813
content|how secure|True|0.9227396845817566
repository mention|agreement|True|0.9269306659698486
report|pointer|False|0.8422101736068726
dmp|datum|False|0.7275049090385437
datum|conservation period|False|0.8427587747573853
how secure|plan provenance|False|0.8968952894210815
short description|persistent identifier|True|0.9697889685630798
all right|all datum|False|0.3133702874183655
report|necessary right|False|0.38997575640678406
dmp|how secure|False|0.45489051938056946
privacy|who|False|0.3022010922431946
topic|plan provenance|True|0.9898286461830139
technology|short description|False|0.8591307997703552
section|kind of datum I want to store|True|0.9305555820465088
necessary right|security requirement|False|0.6669609546661377
my datum|creation proces|False|0.8482141494750977
who be responsible|agreement|True|0.9327865839004517
security requirement|repository mention|False|0.6222180128097534
who|it resource requirement|True|0.9012899994850159
how long|how|False|0.5922996401786804
time plan|who be responsible|False|0.24485482275485992
description|anonymization of datum|False|0.8165422677993774
persistent identifier|estimate|False|0.8350520133972168
repository mention|regular summary report|False|0.15595506131649017
technology|detail|True|0.9795147180557251
plan provenance|when|True|0.976428747177124
kind of datum I want to store|compliance|False|0.8869269490242004
conservation period|privacy|False|0.37374135851860046
format|my datum|True|0.9660979509353638
pointer|software|False|0.7358801364898682
how|when|True|0.957904040813446
detail|how long|False|0.7760777473449707
when|technology|True|0.9680517315864563
datum|kind of datum|True|0.9811014533042908
legal statu|compliance|False|0.5377304553985596
kind of datum type|metadata|True|0.9172136783599854
short description|all datum|False|0.42354661226272583
datum|how|False|0.8800707459449768
kind of datum I want to store|datum sensitivity|True|0.9548344016075134
how many|compliance|False|0.8623226284980774
all datum|section|False|0.5206722617149353
cost|topic|True|0.9777877926826477
it resource requirement|who be responsible|False|0.3674580752849579
anonymization of datum|how long|False|0.1234162449836731
necessary right|persistent identifier|False|0.8466651439666748
legal statu|datum sensitivity|False|0.7045663595199585
kind of datum|metadata|True|0.9503700733184814
privacy|anonymization of datum|False|0.24662432074546814
time plan|technology|False|0.8114380836486816
who be responsible|regular summary report|False|0.17140595614910126
format|creation proces|True|0.9259771108627319
plan provenance|kind of datum|True|0.989982008934021
