story|action|classified_action|similarity
As a Staff member, I want to Assign a Hearing Date, so that I can present the application to the appropriate governing body within the timelines dictated by the relevant County rules and procedures|assign|read|0.29571861028671265
As a Staff member, I want to Manage Affidavits, so that I can ensure compliance with the requirements prior to the hearing|manage|create|0.26113948225975037
As an Applicant, I want to Satisfy Hearing Requirements, so that I can ensure all pre-hearing requirements are satisfied in time for the hearing|satisfy|update|0.20944218337535858
As a Staff member, I want to Prepare for Hearing Execution, so that I can ensure all pre-hearing requirements are satisfied and staff and Applicant are ready for the hearing|prepare|read|0.3285643458366394
As a Staff member, I want to Support Hearing Execution, so that I can ensure all pre-hearing requirements are satisfied and staff and Applicant are ready for the hearing|prepare|read|0.31431013345718384
As a Staff member, I want to Capture a Hearing Decision, so that I can enforce the system|capture|read|0.36249569058418274
As a Staff member, I want to Process the Appeals, so that I can track the outcome and record the impact on the relevant records|process|read|0.24045708775520325
As a Plan Review Staff member, I want to Assign Plans for Review, so that I can ensure plans have been assigned to the appropriate Plan Reviewer|assign|read|0.23995648324489594
As a Plan Review Staff Supervisor, I want to Manage Plan Reviewer Workload, so that I can monitor and effectively adjust workload as necessary and ensure service levels are met|manage|update|0.32186347246170044
As an Applicant, I want to Request a Plan Review Meeting, so that I can meet with the Plan Review Staff regarding the plan review|request|read|0.2365017533302307
As a Plan Review Staff member, I want to successfully Conduct a Plan Review Meeting with the Applicant, so that I can listen to it again|successfully conduct|create|0.3178696930408478
As a Plan Review Staff member, I want to record the outcome, so that I can listen to it again|record|read|0.23037894070148468
As a Plan Review Staff member, I want to Review Plans, so that I can review them for compliance and either approve, or fail or deny the plans and record any conditions, clearances, or corrections needed from the Applicant|review|read|0.2633005678653717
As an Applicant, I want to Resubmit Plans, so that I can review revised plans|resubmit|read|0.04735776036977768
As a Plan Review Staff Member, I want to Review the Code Modifications submitted by the Applicant, so that I can review the request and if approved, associate it with the appropriate project|review|read|0.3862927556037903
As a Plan Review Staff member, I want to Track the Completion of Required Plan Reviews, so that I can ensure all plan review tasks are completed, results have been sent to the Applicant and any downstream steps are initiated such has a final review or payment for permit issuance|track|update|0.29841941595077515
As a Development Staff member, I want to Issue a Development-related Permit, so that I can grant the request to the Applicant to begin work|issue|read|0.25315260887145996
As a Staff member, I want to Manage Bonds, so that I can track and manage bonds throughout the lifecycle of the project until release|manage|create|0.2922787070274353
As an Applicant, I want to Complete Building Development Project, so that I can receive any posted bond and/or obtain occupancy|complete|read|0.18553605675697327
As a Customer, I want to Request Inspection, so that a County inspector is assigned to perform an inspection of my project|request|read|0.32709234952926636
As an Inspection Staff member, I want to Create an Inspection, so that I can schedule and assign the inspection|create|read|0.3420855402946472
As an Inspection Staff Supervisor, I want to Assign Inspections, so that I can make sure the appropriate Inspector receives the work|assign|read|0.33994466066360474
As an Inspection Supervisor, I want to Manage Inspector Workload, so that I can meet service level and quality requirements|manage|read|0.38857391476631165
As an Inspector, I want to Conduct Inspections, so that I can validate Customer compliance with code and regulations and provide results of the inspection to the Customer|conduct|read|0.2890282869338989
As an Inspector, I want to Conduct Inspections, so that I can validate Customer compliance with code and regulations and provide results of the inspection to the Customer|conduct|read|0.2890282869338989
As an Enforcement Staff member, I want to Issue a Notice of Violation, so that I can provide formal communication to the responsible party|issue|read|0.2523088753223419
As a l Staff member, I want to search for Property information, so that I can obtain all associated current and historic owners, permits, and applications|search|read|0.23825028538703918
As a Staff member, I need to be notified when Geospatial attributes change, so that I can ensure that I am reviewing the permit/application to the most current data and appropriate standards|be notify|update|0.2415771633386612
As a County Staff Member, I want to create a custom query/report outside of the common querying/reporting functionality, so that I can fulfill a request|create|read|0.27764642238616943
As a Staff member, I want to create each condo unit, so that I can associate it to the child parcel and address after the condominiums are recorded in the system|create|create|0.30004191398620605
As a Technical Staff member, I want to update the GIS Property Management, so that I can successfully update the transactional Parcel Pin to reference the GIS layer where the Split or Merged Parcel Pin exists|update|create|0.2511034905910492
As a Staff member, I want to Send Citations, so that I can successfully send the Notice Of Violation document to the property owner and log information about the action|send|read|0.32717353105545044
As a Staff member, I want to Send Fines, so that I can successfully send the Notice Of Violation document to the property owner and log information about the action|send|update|0.2991279065608978
As a Staff member, I want to Post Citations, so that I can successfully send the Notice Of Violation document to the property owner and log information about the action|post|read|0.27796515822410583
As a Staff member, I want to Post Fines, so that I can successfully send the Notice Of Violation document to the property owner and log information about the action|post|update|0.21150532364845276
