0|1
understand|want
understand|would like
use|add
use|check
use|create
use|customize
use|do
use|embed
use|get
use|import / export
use|know
use|make it easy to assess
use|map
use|operationalize
use|package
use|provide
use|publish
use|reference
use|save
use|specify
use|store
use|translate
use|understand
use|use
use|validate
use|want
use|would like
validate|add
validate|check
validate|create
validate|customize
validate|do
validate|embed
validate|get
validate|import / export
validate|know
validate|make it easy to assess
validate|map
validate|operationalize
validate|package
validate|provide
validate|publish
validate|reference
validate|save
validate|specify
validate|store
validate|translate
validate|understand
validate|use
validate|validate
validate|want
validate|would like
want|add
want|check
want|create
want|customize
want|do
want|embed
want|get
want|import / export
want|know
want|make it easy to assess
want|map
want|operationalize
want|package
want|provide
want|publish
want|reference
want|save
want|specify
want|store
want|translate
want|understand
want|use
want|validate
want|want
want|would like
would like|add
would like|check
would like|create
would like|customize
would like|do
would like|embed
would like|get
would like|import / export
would like|know
would like|make it easy to assess
would like|map
would like|operationalize
would like|package
would like|provide
would like|publish
would like|reference
would like|save
would like|specify
would like|store
would like|translate
would like|understand
would like|use
would like|validate
would like|want
would like|would like
