Action 1 | Action 2 | Result | Score 
inspect|create|False|0.3973180949687958
insert|modify|False|0.29918012022972107
modify|insert|False|0.31387877464294434
insert|edit|False|0.20736482739448547
edit|insert|False|0.28886497020721436
insert|add|False|0.307671457529068
add|insert|False|0.3233165740966797
insert|remove|False|0.14016082882881165
remove|insert|False|0.0942290872335434
insert|drop|False|0.1388929933309555
drop|insert|False|0.16021400690078735
insert|set|False|0.4344032406806946
set|insert|False|0.4925413131713867
insert|upload|False|0.1767231971025467
upload|insert|False|0.19252358376979828
insert|delete|False|0.10616925358772278
delete|insert|False|0.1050480455160141
insert|see|False|0.45658665895462036
see|insert|False|0.25847184658050537
insert|inspect|False|0.2713078558444977
inspect|insert|False|0.23799577355384827
modify|edit|False|0.430062860250473
edit|modify|False|0.43942710757255554
modify|add|False|0.3849319815635681
add|modify|False|0.37203848361968994
modify|remove|False|0.3254168927669525
remove|modify|False|0.27373313903808594
modify|drop|False|0.3026341497898102
drop|modify|False|0.3429325520992279
modify|set|False|0.5588367581367493
set|modify|False|0.49271973967552185
modify|upload|False|0.27095648646354675
upload|modify|False|0.32188501954078674
modify|delete|False|0.2482139766216278
delete|modify|False|0.2791789174079895
modify|see|False|0.5129543542861938
see|modify|False|0.5062249898910522
modify|inspect|False|0.4320089519023895
inspect|modify|False|0.41188231110572815
edit|add|False|0.36194732785224915
add|edit|False|0.25241732597351074
edit|remove|False|0.18132537603378296
remove|edit|False|0.15307316184043884
edit|drop|False|0.27214622497558594
drop|edit|False|0.20400281250476837
edit|set|False|0.49606823921203613
set|edit|False|0.3559519946575165
edit|upload|False|0.2349718064069748
upload|edit|False|0.22956526279449463
edit|delete|False|0.1702185720205307
delete|edit|False|0.16988037526607513
edit|see|False|0.4514399468898773
see|edit|False|0.3346096873283386
edit|inspect|False|0.4037141501903534
inspect|edit|False|0.25799989700317383
add|remove|False|0.13945375382900238
remove|add|False|0.11926119029521942
add|drop|False|0.18646050989627838
drop|add|False|0.15836156904697418
add|set|False|0.47584840655326843
set|add|False|0.4581505358219147
add|upload|False|0.2149728238582611
upload|add|False|0.2555284798145294
add|delete|False|0.10280492156744003
delete|add|False|0.1212431788444519
add|see|False|0.6066255569458008
see|add|False|0.42599204182624817
add|inspect|False|0.33154571056365967
inspect|add|False|0.37562164664268494
remove|drop|False|0.318889856338501
drop|remove|False|0.24966268241405487
remove|set|False|0.20948611199855804
set|remove|False|0.1106179878115654
remove|upload|False|0.14541934430599213
upload|remove|False|0.11993715912103653
remove|delete|False|0.42063140869140625
delete|remove|False|0.4351215958595276
remove|see|False|0.19722838699817657
see|remove|False|0.11777681112289429
remove|inspect|False|0.25763610005378723
inspect|remove|False|0.22756461799144745
drop|set|False|0.2989289462566376
set|drop|False|0.17120343446731567
drop|upload|False|0.21664534509181976
upload|drop|False|0.19122159481048584
drop|delete|False|0.21040983498096466
delete|drop|False|0.2458164393901825
drop|see|False|0.2732461988925934
see|drop|False|0.2950303256511688
drop|inspect|False|0.3074082136154175
inspect|drop|False|0.2536701560020447
set|upload|False|0.3023212254047394
upload|set|False|0.4759170413017273
set|delete|False|0.08053924143314362
delete|set|False|0.11435975134372711
set|see|False|0.6254882216453552
see|set|False|0.5575064420700073
set|inspect|False|0.5785126090049744
inspect|set|False|0.5796701908111572
upload|delete|False|0.12604989111423492
delete|upload|False|0.15883153676986694
upload|see|False|0.26262906193733215
see|upload|False|0.23652273416519165
upload|inspect|False|0.31441444158554077
inspect|upload|False|0.18441179394721985
delete|see|False|0.1585378795862198
see|delete|False|0.09891796112060547
delete|inspect|False|0.23392023146152496
inspect|delete|False|0.15652696788311005
see|inspect|False|0.4694910943508148
inspect|see|False|0.48524209856987
create|create|False|0.0
insert|insert|False|0.0
modify|modify|False|0.0
edit|edit|False|0.0
add|add|False|0.0
remove|remove|False|0.0
drop|drop|False|0.0
set|set|False|0.0
upload|upload|False|0.0
see|see|False|0.0
inspect|inspect|False|0.0
