Persona 1 | Persona 2 | Result | Score 
planning staff member|development staff member|False|0.35355839133262634
planning staff member|enforcement staff member|False|0.127188578248024
planning staff member|inspection staff member|False|0.2149464637041092
planning staff member|inspection staff supervisor|False|0.3125336468219757
planning staff member|inspection supervisor|False|0.31071725487709045
planning staff member|inspector|False|0.37615546584129333
planning staff member|plan review staff member|False|0.5500450134277344
planning staff member|plan review staff supervisor|False|0.4794692099094391
planning staff member|planning staff member|False|0.0
planning staff member|prospectiveapplicant|False|0.29380935430526733
planning staff member|public user|False|0.2508876919746399
planning staff member|staff member|False|0.5498685836791992
planning staff member|technical staff member|False|0.29226380586624146
planning staff member|zoning staff member|False|0.25061091780662537
prospectiveapplicant|applicant|True|0.8051785230636597
prospectiveapplicant|county staff member|False|0.16630324721336365
prospectiveapplicant|customer|False|0.3736359477043152
prospectiveapplicant|development staff member|False|0.18822672963142395
prospectiveapplicant|enforcement staff member|False|0.1409515142440796
prospectiveapplicant|inspection staff member|False|0.24153923988342285
prospectiveapplicant|inspection staff supervisor|False|0.30492234230041504
prospectiveapplicant|inspection supervisor|False|0.30780190229415894
prospectiveapplicant|inspector|False|0.36091548204421997
prospectiveapplicant|plan review staff member|False|0.21818970143795013
prospectiveapplicant|plan review staff supervisor|False|0.2575892508029938
prospectiveapplicant|planning staff member|False|0.19777469336986542
prospectiveapplicant|prospectiveapplicant|False|0.0
prospectiveapplicant|public user|False|0.2922026813030243
prospectiveapplicant|staff member|False|0.1588590443134308
prospectiveapplicant|technical staff member|False|0.20045706629753113
prospectiveapplicant|zoning staff member|False|0.13211093842983246
public user|applicant|False|0.42445430159568787
public user|county staff member|False|0.18749631941318512
public user|customer|False|0.6937755942344666
public user|development staff member|False|0.2713048756122589
public user|enforcement staff member|False|0.16608388721942902
public user|inspection staff member|False|0.29927971959114075
public user|inspection staff supervisor|False|0.47062328457832336
public user|inspection supervisor|False|0.5427279472351074
public user|inspector|False|0.5167244076728821
public user|plan review staff member|False|0.2359611690044403
public user|plan review staff supervisor|False|0.37151989340782166
public user|planning staff member|False|0.28463393449783325
public user|prospectiveapplicant|False|0.6021623611450195
public user|public user|False|0.0
public user|staff member|False|0.218179389834404
public user|technical staff member|False|0.2558176517486572
public user|zoning staff member|False|0.13984616100788116
staff member|applicant|False|0.19425813853740692
staff member|county staff member|False|0.48209941387176514
staff member|customer|False|0.3061622381210327
staff member|development staff member|False|0.59359210729599
staff member|enforcement staff member|False|0.44987601041793823
staff member|inspection staff member|False|0.5939671993255615
staff member|inspection staff supervisor|False|0.6223639249801636
staff member|inspection supervisor|False|0.47642192244529724
staff member|inspector|False|0.4012153744697571
staff member|plan review staff member|False|0.5248801708221436
staff member|plan review staff supervisor|False|0.47190067172050476
staff member|planning staff member|False|0.6686720252037048
staff member|prospectiveapplicant|False|0.22813957929611206
staff member|public user|False|0.20463424921035767
staff member|staff member|False|0.0
staff member|technical staff member|False|0.6370710134506226
staff member|zoning staff member|False|0.3868968188762665
technical staff member|applicant|False|0.22741705179214478
technical staff member|county staff member|False|0.2648560404777527
technical staff member|customer|False|0.2934517562389374
technical staff member|development staff member|False|0.5019308924674988
technical staff member|enforcement staff member|False|0.2645796239376068
technical staff member|inspection staff member|False|0.4552321135997772
technical staff member|inspection staff supervisor|False|0.49833497405052185
technical staff member|inspection supervisor|False|0.4866061806678772
technical staff member|inspector|False|0.44455742835998535
technical staff member|plan review staff member|False|0.3155360519886017
technical staff member|plan review staff supervisor|False|0.4015357494354248
technical staff member|planning staff member|False|0.19407279789447784
technical staff member|prospectiveapplicant|False|0.2830810844898224
technical staff member|public user|False|0.1865520477294922
technical staff member|staff member|False|0.47741609811782837
technical staff member|technical staff member|False|0.0
technical staff member|zoning staff member|False|0.17036251723766327
zoning staff member|applicant|False|0.1926305592060089
zoning staff member|county staff member|False|0.26787447929382324
zoning staff member|customer|False|0.2067052721977234
zoning staff member|development staff member|False|0.20269592106342316
zoning staff member|enforcement staff member|False|0.2919917404651642
zoning staff member|inspection staff member|False|0.21573485434055328
zoning staff member|inspection staff supervisor|False|0.29166486859321594
zoning staff member|inspection supervisor|False|0.3110466003417969
zoning staff member|inspector|False|0.36432987451553345
zoning staff member|plan review staff member|False|0.21589122712612152
zoning staff member|plan review staff supervisor|False|0.27796387672424316
zoning staff member|planning staff member|False|0.3287331163883209
zoning staff member|prospectiveapplicant|False|0.23281195759773254
zoning staff member|public user|False|0.1734943985939026
zoning staff member|staff member|False|0.38571006059646606
zoning staff member|technical staff member|False|0.23278845846652985
zoning staff member|zoning staff member|False|0.0
